date,value
2019-09-03 17:55:00,5416152.16
2019-09-03 18:00:00,5435119.09333333
2019-09-03 18:05:00,5446618.29333333
2019-09-03 18:10:00,5457994.96
2019-09-03 18:15:00,5449268.0
2019-09-03 18:20:00,5451252.26666667
2019-09-03 18:25:00,5460521.49333333
2019-09-03 18:30:00,5447770.13333333
2019-09-03 18:35:00,5449532.48
2019-09-03 18:40:00,5444041.25333333
2019-09-03 18:45:00,5418400.26666667
2019-09-03 18:50:00,5417026.16
2019-09-03 18:55:00,5418021.62666667
2019-09-03 19:00:00,5431610.10666667
2019-09-03 19:05:00,5440218.96
2019-09-03 19:10:00,5441405.76
2019-09-03 19:15:00,5442531.62666667
2019-09-03 19:20:00,5431334.93333333
2019-09-03 19:25:00,5437140.88
2019-09-03 19:30:00,5437798.74666667
2019-09-03 19:35:00,5429405.65333333
2019-09-03 19:40:00,5433096.58666667
2019-09-03 19:45:00,5398752.26666667
2019-09-03 19:50:00,5401819.17333333
2019-09-03 19:55:00,5398293.29333333
2019-09-03 20:00:00,5407190.26666667
2019-09-03 20:05:00,5407591.14666667
2019-09-03 20:10:00,5408279.65333333
2019-09-03 20:15:00,5416572.32
2019-09-03 20:20:00,5414183.49333333
2019-09-03 20:25:00,5414419.2
2019-09-03 20:30:00,5418313.18666667
2019-09-03 20:35:00,5410407.53333333
2019-09-03 20:40:00,5409196.18666667
2019-09-03 20:45:00,5380941.85333333
2019-09-03 20:50:00,5380672.50666667
2019-09-03 20:55:00,5383939.18666667
2019-09-03 21:00:00,5383746.72
2019-09-03 21:05:00,5403613.16
2019-09-03 21:10:00,5398563.44
2019-09-03 21:15:00,5402835.54666667
2019-09-03 21:20:00,5402353.82666667
2019-09-03 21:25:00,5397848.96
2019-09-03 21:30:00,5394612.38666667
2019-09-03 21:35:00,5395210.17333333
2019-09-03 21:40:00,5396590.4
2019-09-03 21:45:00,5363089.96
2019-09-03 21:50:00,5365149.82666667
2019-09-03 21:55:00,5364217.72
2019-09-03 22:00:00,5373646.6
2019-09-03 22:05:00,5379430.50666667
2019-09-03 22:10:00,5388852.8
2019-09-03 22:15:00,5382257.52
2019-09-03 22:20:00,5383506.98666667
2019-09-03 22:25:00,5390028.17333333
2019-09-03 22:30:00,5384041.94666667
2019-09-03 22:35:00,5366826.30666667
2019-09-03 22:40:00,5381898.78666667
2019-09-03 22:45:00,5337602.56
