date,value,minValue,maxValue
0,179.689,179,181
300,179.815,179,181
600,179.86,179,181
900,179.544,179,181
1200,179.192,179,181
1500,179.733,179,181
1800,179.647,179,181
2100,180.001,179,181
2400,179.93,179,181
2700,179.938,179,181
3000,180.063,179,181
3300,179,179,179
3600,179.936,179,181
3900,179.468,179,181
4200,179.333,179,181
4500,179.066,179,181
4800,179.133,179,181
5100,179.789,179,181
5400,179.127,179,181
5700,179.462,179,181
6000,179.803,179,181
6300,179.601,179,181
6600,179.334,179,181
6900,179.789,179,181
7200,179.279,179,181
7500,179.534,179,181
7800,179.2,179,181
8100,179,179,179
8400,179.4,179,181
8700,179.642,179,181
9000,179.608,179,181
9300,179.637,179,181
9600,179.696,179,181
9900,179.64,179,181
10200,179.714,179,181
10500,179.637,179,181
10800,180.034,179,181
11100,179.76,179,181
11400,179.907,179,181
11700,179.089,179,181
12000,179.911,179,181
12300,179.887,179,181
12600,179.628,179,181
12900,179.825,179,181
13200,179.799,179,181
13500,179.311,179,181
13800,179,179,179
14100,179.4,179,181
14400,179.133,179,181
14700,179.267,179,181
15000,179.267,179,181
15300,179.601,179,181
15600,179,179,179
15900,179.206,179,181
16200,179.062,179,181
16500,179.667,179,181
16800,179.401,179,181
17100,179.533,179,181
17400,179.467,179,181
17700,179.493,179,181
18000,179.71,179,181
18300,179.401,179,181
18600,179.735,179,181
18900,179.885,179,181
19200,179.451,179,181
19500,179.948,179,181
19800,179.635,179,181
20100,179.334,179,181
20400,179.734,179,181
20700,179.751,179,181
21000,179.917,179,181
21300,179.749,179,181
21600,179.999,179,181
21900,179.869,179,181
22200,180.125,179,181
22500,179.801,179,181
22800,179.468,179,181
23100,179.936,179,181
23400,179.332,179,181
23700,179.143,179,181
24000,179.136,179,181
24300,179.533,179,181
24600,179.067,179,181
24900,179.067,179,181
25200,179.402,179,181
25500,179.195,179,181
25800,179.338,179,181
26100,179.324,179,181
26400,179.409,179,181
26700,179.268,179,181
27000,179.314,179,181
27300,179.267,179,181
27600,179.429,179,181
27900,179.933,179,181
28200,179.58,179,181
28500,179.417,179,181
28800,179.589,179,181
29100,179.408,179,181
29400,179.78,179,181
29700,179.6,179,181
30000,179.667,179,181
30300,179.805,179,181
30600,179.91,179,181
30900,179.669,179,181
31200,179.654,179,181
31500,179.741,179,181
31800,180.06,179,181
32100,179.734,179,181
32400,179.866,179,181
32700,180.001,179,181
33000,180.333,179,181
33300,179.999,179,181
33600,179.403,179,181
33900,179.594,179,181
34200,179.006,179,181
34500,179.109,179,181
34800,179.097,179,181
35100,180.733,179,181
35400,179.267,179,181
35700,179.4,179,181
36000,179.266,179,181
36300,179.293,179,181
36600,179.44,179,181
36900,180.993,179,182
37200,180.144,179,182
37500,179.487,179,181
37800,179.561,179,181
38100,179.426,179,181
38400,179.775,179,181
38700,179.623,179,181
39000,179.78,179,181
39300,179.547,179,181
39600,179.786,179,181
39900,179.546,179,181
40200,179.919,179,181
40500,179.809,179,181
40800,180.059,179,181
41100,179.334,179,181
41400,179.4,179,181
41700,179.812,179,181
42000,180.187,179,181
42300,179.479,179,181
42600,180.19,179,181
42900,179.134,179,181
43200,179.067,179,181
43500,179,179,179
43800,179,179,179
44100,179.067,179,181
44400,179.2,179,181
44700,179.268,179,181
45000,179.403,179,181
45300,179.868,179,181
45600,179.595,179,181
45900,179.535,179,181
46200,179.398,179,181
46500,179.667,179,181
46800,179.4,179,181
47100,179.401,179,181
47400,179.8,179,181
47700,179.525,179,181
48000,179.476,179,181
48300,179.867,179,181
48600,179.581,179,181
48900,179.802,179,181
49200,179.199,179,181
49500,180.168,179,181
49800,179.502,179,181
50100,179.697,179,181
50400,180.038,179,181
50700,179.605,179,181
51000,179.801,179,181
51300,179.81,179,181
51600,180.188,179,181
51900,179.467,179,181
52200,179.07,179,181
52500,179.07,179,181
52800,179,179,179
53100,179.566,179,181
53400,179.036,179,181
53700,179.294,179,181
54000,179.642,179,181
54300,179.29,179,181
54600,179.377,179,181
54900,179.421,179,181
55200,179.514,179,181
55500,179.549,179,181
55800,179.566,179,181
56100,179.487,179,181
56400,179.582,179,181
56700,179.2,179,181
57000,179.525,179,181
57300,179.464,179,181
57600,179.665,179,181
57900,179.539,179,181
58200,179.793,179,181
58500,179.27,179,181
58800,179.664,179,181
59100,179.667,179,181
59400,179.343,179,181
59700,179.316,179,181
60000,179.81,179,181
60300,179.858,179,181
60600,179.539,179,181
60900,179.46,179,181
61200,179.07,179,181
61500,179.397,179,181
61800,179.468,179,181
62100,179.601,179,181
62400,179.134,179,181
62700,179.533,179,181
63000,179.342,179,181
63300,179.255,179,181
63600,179.535,179,181
63900,179.461,179,181
64200,180.001,179,181
64500,179.334,179,181
64800,179.467,179,181
65100,179.201,179,181
65400,179.26,179,181
65700,179.875,179,181
66000,179.467,179,181
66300,179.867,179,181
66600,179.284,179,181
66900,179.317,179,181
67200,179.078,179,181
67500,179.589,179,181
67800,179.535,179,181
68100,179.468,179,181
68400,179.659,179,181
68700,179.659,179,181
69000,179.463,179,181
69300,179.665,179,181
69600,179.734,179,181
69900,179.794,179,181
70200,179.408,179,181
70500,179.799,179,181
70800,179.801,179,181
71100,180.196,179,181
71400,179.537,179,181
71700,179.868,179,181
72000,179,179,179
72300,179,179,179
72600,179.067,179,181
72900,179.2,179,181
73200,179.451,179,181
73500,180.018,179,181
73800,179.133,179,181
74100,179.134,179,181
74400,179.312,179,181
74700,179.422,179,181
75000,179.601,179,181
75300,179.4,179,181
75600,179.201,179,181
75900,179.741,179,181
76200,179.398,179,181
76500,179.2,179,181
76800,179.402,179,181
77100,179.673,179,181
77400,179.089,179,181
77700,179.393,179,181
78000,179.014,179,181
78300,179.721,179,181
78600,179.6,179,181
78900,179.799,179,181
79200,179.87,179,181
79500,179.799,179,181
79800,179.8,179,181
80100,179.799,179,181
80400,179.468,179,181
80700,180.004,179,181
81000,179.041,179,181
81300,179.731,179,181
81600,179.064,179,181
81900,179.532,179,181
82200,179.533,179,181
82500,179.2,179,181
82800,179.133,179,181
83100,179.134,179,181
83400,179.452,179,181
83700,179.349,179,181
84000,179.401,179,181
84300,179.868,179,181
84600,179.2,179,181
84900,179.266,179,181
85200,179.466,179,181
85500,179.533,179,181
85800,179.4,179,181
86100,179.534,179,181
86400,179.745,179,181
86700,179.665,179,181
87000,179.663,179,181
87300,179.662,179,181
87600,179.665,179,181
87900,180.067,179,181
88200,179.402,179,181
88500,179.466,179,181
88800,179.801,179,181
89100,179.799,179,181
89400,179.934,179,181
89700,180.332,179,181
90000,180.004,179,181
90300,179.467,179,181
90600,179,179,179
90900,179.267,179,181
91200,179.267,179,181
91500,179.734,179,181
91800,179.13,179,181
92100,179.13,179,181
92400,179.259,179,181
92700,179.332,179,181
93000,179.733,179,181
93300,179.4,179,181
93600,179.4,179,181
93900,179.2,179,181
94200,179.711,179,181
94500,179.357,179,181
94800,179.533,179,181
95100,180.002,179,181
95400,179.267,179,181
95700,179.333,179,181
96000,179,179,179
96300,179.666,179,181
96600,179.933,179,181
96900,179.667,179,181
97200,179.666,179,181
97500,179.334,179,181
97800,179.676,179,181
98100,179.137,179,181
98400,179.736,179,181
98700,179.801,179,181
99000,179.08,179,181
99300,180.2,179,181
99600,179.849,179,181
99900,179,179,179
100200,179,179,179
100500,179,179,179
100800,179.066,179,181
101100,179.134,179,181
101400,179.334,179,181
101700,179,179,179
102000,180.067,179,181
102300,179.603,179,181
102600,179.184,179,181
102900,179.801,179,181
103200,179.136,179,181
103500,179.401,179,181
103800,179.533,179,181
104100,179.067,179,181
104400,179.4,179,181
104700,179.4,179,181
105000,179.599,179,181
105300,179.2,179,181
105600,179.735,179,181
105900,180.07,179,181
106200,179.338,179,181
106500,179.677,179,181
106800,179.676,179,181
107100,179.733,179,181
107400,179.8,179,181
107700,179.932,179,181
108000,179.467,179,181
108300,179.801,179,181
108600,179.2,179,181
108900,180.002,179,181
109200,179.929,179,181
109500,179.469,179,181
109800,179,179,179
110100,179.267,179,181
110400,179.401,179,181
110700,179.669,179,181
111000,179.534,179,181
111300,179.134,179,181
111600,179.268,179,181
111900,179.198,179,181
112200,179.267,179,181
112500,179.601,179,181
112800,179.066,179,181
113100,179.867,179,181
113400,179.2,179,181
113700,179.463,179,181
114000,179.401,179,181
114300,179.534,179,181
114600,179.595,179,181
114900,179.933,179,181
115200,179.275,179,181
115500,179.258,179,181
115800,179.621,179,181
116100,179.586,179,181
116400,179.548,179,181
116700,179.401,179,181
117000,179.4,179,181
117300,179.4,179,181
117600,179.465,179,181
117900,180.113,179,181
118200,179.89,179,181
118500,180.109,179,181
118800,179.493,179,181
119100,179.467,179,181
119400,179.2,179,181
119700,180.001,179,181
120000,179.267,179,181
120300,179.668,179,181
120600,179.75,179,181
120900,179.133,179,181
121200,179.669,179,181
121500,180.491,179,181
121800,179.444,179,181
122100,179.601,179,181
122400,179.267,179,181
122700,179.2,179,181
123000,179.88,179,181
123300,180.399,179,181
123600,180.724,179,182
123900,179.334,179,181
124200,179.267,179,181
