date,value,minValue,maxValue
0,39.4974,39.3,39.7
3600,39.4025,39.3,39.7
7200,39.4236,39.3,39.5
10800,39.5357,39.4,39.6
14400,39.5028,39.4,39.6
18000,39.4436,39.3,39.6
21600,39.4246,39.3,39.6
25200,39.4247,39.3,39.5
28800,39.5263,39.3,39.7
32400,39.7374,39.5,39.9
36000,39.7035,39.5,39.8
39600,39.5611,39.2,39.7
43200,39.5887,39.4,39.7
46800,39.5914,39.5,39.8
50400,39.5406,39.4,39.7
54000,39.6994,39.5,39.8
57600,39.558,39.3,39.8
61200,39.5096,39.4,39.7
64800,39.6988,39.5,39.8
68400,39.6588,39.6,39.8
72000,39.6445,39.4,39.9
75600,39.6416,39.5,39.9
79200,39.6854,39.6,39.9
82800,39.6231,39.5,39.7
86400,39.5783,39.4,39.8
90000,39.5345,39.4,39.7
93600,39.5174,39.3,39.7
97200,39.6123,39.4,39.7
100800,39.6062,39.5,39.7
104400,39.3967,39.2,39.6
108000,39.4176,39.3,39.5
111600,39.5452,39.2,40.1
115200,32.5043,0.2,46.6
118800,43.8676,42.1,44.9
122400,40.9121,40.1,42.1
126000,39.9616,39.4,40.3
129600,39.6609,39.1,40
133200,39.3652,39.2,39.5
136800,39.2558,39.1,39.4
140400,39.4434,39.2,39.6
144000,39.5197,39.2,39.7
147600,39.5814,39.4,39.8
151200,39.6499,39.5,39.9
154800,39.5913,39.4,39.8
158400,39.6361,39.4,39.8
162000,39.7183,39.5,39.9
165600,39.599,39.3,39.8
169200,39.4703,39.3,39.7
172800,39.518,39.3,39.7
176400,39.5288,39.3,39.7
180000,39.3508,39.2,39.5
183600,39.4091,39.3,39.5
187200,39.3617,39.2,39.5
190800,39.4552,39.3,39.6
194400,39.4043,39.2,39.5
198000,39.3819,39.2,39.5
201600,39.5124,39.2,39.8
205200,39.4903,39.2,39.8
208800,39.5247,39.4,39.7
212400,39.5139,39.3,39.7
216000,39.5418,39.3,39.7
219600,39.4209,39.2,39.7
223200,39.3621,39.2,39.6
226800,39.3679,39.1,39.6
230400,39.6264,39.4,39.8
234000,39.7734,39.6,40
237600,39.7027,39.4,40
241200,39.6469,39.4,39.8
244800,39.6961,39.4,40
248400,39.6402,39.4,39.8
252000,39.7059,39.5,39.8
255600,39.5152,39.3,39.8
259200,39.5856,39.3,39.8
262800,39.4889,39.2,39.8
266400,39.3379,39.2,39.4
270000,39.3796,39.3,39.5
273600,39.3272,39.2,39.4
277200,39.3749,39.2,39.5
280800,39.4614,39.2,39.7
284400,39.3438,39.1,39.6
288000,39.5354,39.4,40
291600,39.3068,39,39.5
295200,39.4307,39.2,39.6
298800,39.3869,39.2,39.5
302400,39.4524,39.3,39.6
306000,39.2147,39.1,39.5
309600,39.3783,39,39.6
313200,39.4627,39.3,39.6
316800,39.4698,39.3,39.6
320400,39.5665,39.3,39.8
324000,39.7065,39.5,39.9
327600,39.6584,39.5,39.9
331200,39.6915,39.5,39.9
334800,39.5852,39.4,39.9
338400,39.5205,39.3,39.7
342000,39.5997,39.4,39.8
345600,39.5269,39.3,39.7
349200,39.4683,39.3,39.7
352800,39.4659,39.4,39.6
356400,39.5178,39.4,39.6
360000,39.5139,39.4,39.6
363600,39.4222,39.3,39.6
367200,39.4042,39.2,39.6
370800,39.3375,38.9,39.5
374400,39.4909,39.2,39.8
378000,39.4219,39.3,39.6
381600,39.3561,39.2,39.6
385200,39.2409,39.1,39.4
388800,39.4712,39.2,39.7
392400,39.3936,39.2,39.5
396000,39.3736,39.2,39.5
399600,39.4039,39.2,39.6
403200,39.4245,39,39.6
406800,39.6453,39.5,39.8
410400,39.5705,39.4,39.8
414000,39.5331,39.4,39.7
417600,39.6284,39.4,39.8
421200,39.6466,39.4,39.9
424800,39.6661,39.5,39.8
428400,39.5852,39.4,39.8
432000,39.4788,39.3,39.8
435600,39.3698,39.1,39.6
439200,39.2822,39.2,39.4
442800,39.2909,39.2,39.4
446400,39.2795,39.2,39.4
450000,39.3708,39.3,39.5
453600,39.5227,39.3,39.7
457200,39.4217,39.1,39.7
460800,39.4901,39.2,39.7
464400,39.4943,39.1,39.8
468000,39.3467,39.1,39.6
471600,39.3705,39.2,39.5
475200,39.4574,39.3,39.7
478800,39.2549,39,39.4
482400,39.3223,39.2,39.5
486000,39.469,39.2,39.7
489600,39.5336,39.2,39.7
493200,39.6731,39.4,39.8
496800,39.6978,39.6,39.9
500400,39.6663,39.5,39.8
504000,39.574,39.3,39.8
507600,39.6231,39.4,39.8
511200,39.6545,39.4,39.8
514800,39.682,39.5,39.9
518400,39.5478,39.4,39.7
522000,39.5299,39.2,39.8
525600,39.1492,39.1,39.3
529200,39.2064,39.1,39.3
532800,39.1922,39.1,39.3
536400,39.1351,39,39.3
540000,39.2164,39,39.5
543600,39.2439,39,39.4
547200,39.4391,39.1,39.8
550800,39.3718,39.2,39.6
554400,39.3852,39.2,39.6
558000,39.4762,39.2,39.7
561600,39.4506,39.2,39.8
565200,39.5236,39.3,39.7
568800,39.6208,39.3,39.8
572400,39.5564,39.4,39.7
576000,39.5264,39.3,39.7
579600,39.5391,39.4,39.7
583200,39.6045,39.4,39.8
586800,39.7092,39.5,40
590400,39.6917,39.5,39.8
594000,39.5692,39.4,39.7
597600,39.5689,39.4,39.8
601200,39.6535,39.5,39.8
604800,39.604,39.3,39.9
608400,39.5352,39.4,39.7
612000,39.4889,39.3,39.6
615600,39.5405,39.4,39.7
619200,39.5571,39.4,39.8
622800,39.5322,39.3,39.8
626400,39.383,39.2,39.6
630000,39.3182,39.1,39.6
633600,39.5237,39.4,39.8
637200,39.5234,39.4,39.7
640800,39.6018,39.4,39.8
644400,39.4474,39.3,39.7
648000,39.4494,39.3,39.6
651600,39.5301,39.4,39.7
655200,39.5208,39.4,39.7
658800,39.4997,39.3,39.7
662400,39.432,39.2,39.6
666000,39.4236,39.2,39.6
669600,39.3907,39.2,39.5
673200,39.5349,39.2,39.7
676800,39.6578,39.5,39.9
680400,39.595,39.4,39.8
684000,39.5997,39.5,39.8
687600,39.521,39.4,39.7
691200,39.4555,39.2,39.8
694800,39.4351,39.3,39.5
698400,39.4056,39.3,39.6
702000,39.417,39.3,39.6
705600,39.4333,39.3,39.5
709200,39.2934,39.1,39.4
712800,39.4335,39.1,39.6
716400,39.4605,39.2,39.9
720000,39.3232,39.1,39.6
723600,39.2361,39.1,39.4
727200,39.2983,39.1,39.5
730800,39.3022,39.2,39.4
734400,39.2865,39.1,39.5
738000,39.161,39,39.3
741600,39.1743,39,39.3
745200,39.2469,39.1,39.4
748800,39.268,39,39.6
752400,39.4542,39.2,39.7
756000,39.4648,39.3,39.8
759600,39.4842,39.3,39.6
763200,39.4465,39.2,39.7
766800,39.5078,39.3,39.7
770400,39.5547,39.4,39.8
774000,39.3711,39.2,39.7
777600,39.4375,39.2,39.6
781200,39.4386,39.2,39.8
784800,39.4936,39.3,39.7
788400,39.5086,39.4,39.7
792000,39.4932,39.3,39.7
795600,39.3728,39.1,39.6
799200,39.2261,39,39.4
802800,39.2246,39,39.5
806400,39.3577,39.1,39.6
810000,38.827,37.9,39.5
813600,38.014,37.8,38.2
817200,38.0515,37.9,38.2
820800,38.994,38.1,39.4
824400,39.0365,38.9,39.3
828000,39.0609,38.8,39.2
831600,38.8296,38.6,39.2
835200,39.0079,38.8,39.3
838800,39.2817,39.2,39.5
842400,39.2501,39,39.4
846000,39.1611,39,39.3
849600,39.1957,39,39.4
853200,39.2689,39,39.4
856800,39.2452,39.1,39.4
860400,39.0176,38.7,39.3
864000,38.9732,38.7,39.2
867600,39.004,38.8,39.2
871200,38.9566,38.7,39.2
874800,38.9389,38.8,39.2
878400,38.8686,38.6,39.1
882000,38.8456,38.6,39.1
885600,38.9255,38.7,39.2
889200,38.9577,38.7,39.4
892800,38.9964,38.7,39.2
896400,38.8729,38.6,39
900000,38.8488,38.6,39.2
903600,38.8791,38.7,39.1
907200,39.0162,38.8,39.2
910800,38.9012,38.7,39.1
914400,38.9439,38.8,39.1
918000,38.9226,38.5,39.1
921600,39.112,38.9,39.2
925200,39.2461,39.1,39.4
928800,39.3065,39,39.5
932400,39.2377,39,39.5
936000,39.2315,39,39.4
939600,39.1692,38.9,39.4
943200,39.1783,39,39.4
946800,39.1898,39,39.3
950400,39.1295,38.9,39.4
954000,39.0521,38.9,39.2
957600,39.064,39,39.2
961200,39.1053,39,39.2
964800,39.0118,38.9,39.1
968400,39.0357,38.8,39.2
972000,38.9749,38.8,39.2
975600,39.0965,38.8,39.3
979200,39.0602,38.7,39.3
982800,39.0617,38.8,39.2
986400,38.9244,37.8,39.1
990000,38.9742,38.6,39.3
993600,39.2472,39.1,39.6
997200,39.1184,38.7,39.4
1000800,39.1776,38.9,39.4
1004400,39.0823,38.9,39.3
1008000,39.1427,38.9,39.3
1011600,39.3292,39,39.6
1015200,39.4108,39.2,39.8
1018800,39.4159,39.2,39.5
1022400,39.4753,39.3,39.7
1026000,39.3093,38.9,39.6
1029600,39.2848,39.1,39.5
1033200,39.3686,39.3,39.5
1036800,39.2396,39.1,39.4
1040400,39.1806,38.9,39.3
1044000,38.9951,38.9,39.1
1047600,39.2715,39.1,39.4
1051200,39.0994,38.9,39.2
1054800,39.1239,38.9,39.3
1058400,39.0352,38.9,39.2
1062000,39.1293,39,39.4
1065600,39.0562,38.9,39.2
1069200,39.0557,38.8,39.3
1072800,39.0688,38.9,39.2
1076400,39.1892,39,39.3
1080000,39.1933,38.9,39.4
1083600,39.1528,38.9,39.7
1087200,39.1507,39,39.4
1090800,39.231,39,39.4
1094400,39.2639,39,39.4
1098000,39.3426,39.1,39.5
1101600,39.5034,39.3,39.8
1105200,39.5703,39.3,39.8
1108800,39.5873,39.4,39.8
1112400,39.582,39.4,39.9
1116000,39.4326,39.2,39.8
1119600,39.4609,39.2,39.7
1123200,39.4953,39.4,39.6
1126800,39.5109,39.4,39.7
1130400,39.4763,39.4,39.6
1134000,39.5711,39.4,39.7
1137600,39.5392,39.4,39.7
1141200,39.4526,39.3,39.6
1144800,39.2783,39.1,39.5
1148400,39.2942,39.1,39.4
1152000,39.3945,39.2,39.6
1155600,39.476,39.3,39.7
1159200,39.5967,39.4,39.7
1162800,39.484,39.4,39.7
1166400,39.5463,39.4,39.7
1170000,39.4279,39.3,39.6
1173600,39.4598,39.3,39.6
1177200,39.5661,39.3,39.7
1180800,39.46,39.3,39.7
1184400,39.5063,39.3,39.7
1188000,39.5817,39.4,39.7
1191600,39.607,39.4,39.8
1195200,39.5311,39.4,39.7
1198800,39.5192,39.2,39.7
1202400,39.5163,39.3,39.7
1206000,39.5461,39.4,39.7
1209600,39.4773,39.2,39.7
1213200,39.4983,39.3,39.7
1216800,39.3617,39.3,39.5
1220400,39.4132,39.3,39.5
1224000,39.5415,39.4,39.7
1227600,39.5664,39.5,39.7
1231200,39.5433,39.4,39.7
1234800,39.3365,39.1,39.6
1238400,39.4321,39.3,39.6
1242000,39.4642,39.3,39.6
1245600,39.4574,39.3,39.6
