date,value
1/7/2020 14:22,10972.77
1/7/2020 14:27,10972.77
1/7/2020 14:32,10972.77
1/7/2020 14:37,10972.77
1/7/2020 14:42,10972.77
1/7/2020 14:47,10972.77
1/7/2020 14:52,10972.77
1/7/2020 14:57,10972.77
1/7/2020 15:02,10972.77
1/7/2020 15:07,10972.77
1/7/2020 15:12,10972.77
1/7/2020 15:17,10972.77
1/7/2020 15:22,10972.77
1/7/2020 15:27,10972.77
1/7/2020 15:32,10972.77
1/7/2020 15:37,10972.77
1/7/2020 15:42,10972.77
1/7/2020 15:47,10972.77
1/7/2020 15:52,10972.77
1/7/2020 15:57,10972.77
1/7/2020 16:02,10972.77
1/7/2020 16:07,10972.77
1/7/2020 16:12,10972.77
1/7/2020 16:17,10972.77
1/7/2020 16:22,10972.77
1/7/2020 16:27,10972.77
1/7/2020 16:32,10972.77
1/7/2020 16:37,10972.77
1/7/2020 16:42,10972.77
1/7/2020 16:47,10972.77
1/7/2020 16:52,10972.77
1/7/2020 16:57,10972.77
1/7/2020 17:02,10972.77
1/7/2020 17:07,10972.77
1/7/2020 17:12,10972.77
1/7/2020 17:17,10972.77
1/7/2020 17:22,10972.77
1/7/2020 17:27,10972.77
1/7/2020 17:32,10972.77
1/7/2020 17:37,10972.77
1/7/2020 17:42,10972.77
1/7/2020 17:47,10972.77
1/7/2020 17:52,10972.77
1/7/2020 17:57,10972.77
1/7/2020 18:02,10972.77
1/7/2020 18:07,10972.77
1/7/2020 18:12,10972.77
1/7/2020 18:17,10972.77
1/7/2020 18:22,10972.77
1/7/2020 18:27,10972.77
1/7/2020 18:32,10972.77
1/7/2020 18:37,10972.77
1/7/2020 18:42,10972.77
1/7/2020 18:47,10972.77
1/7/2020 18:52,10972.77
1/7/2020 18:57,10972.77
1/7/2020 19:02,10972.77
1/7/2020 19:07,10972.77
1/7/2020 19:12,10972.77
1/7/2020 19:17,10972.77
1/7/2020 19:22,10972.77
1/7/2020 19:27,10972.77
1/7/2020 19:32,10972.77
1/7/2020 19:37,10972.77
1/7/2020 19:42,10972.77
1/7/2020 19:47,10972.77
1/7/2020 19:52,10972.77
1/7/2020 19:57,10972.77
1/7/2020 20:02,10972.77
1/7/2020 20:07,10972.77
1/7/2020 20:12,10972.77
1/7/2020 20:17,10972.77
1/7/2020 20:22,10972.77
1/7/2020 20:27,10972.77
1/7/2020 20:32,10972.77
1/7/2020 20:37,10972.77
1/7/2020 20:42,10972.77
1/7/2020 20:47,10972.77
1/7/2020 20:52,10972.77
1/7/2020 20:57,10972.77
1/7/2020 21:02,10972.77
1/7/2020 21:07,10972.77
1/7/2020 21:12,10972.77
1/7/2020 21:17,10972.77
1/7/2020 21:22,10972.77
1/7/2020 21:27,10972.77
1/7/2020 21:32,10972.77
1/7/2020 21:37,10972.77
1/7/2020 21:42,10972.77
1/7/2020 21:47,10972.77
1/7/2020 21:52,10972.77
1/7/2020 21:57,10972.77
1/7/2020 22:02,10972.77
1/7/2020 22:07,10972.77
1/7/2020 22:12,10972.77
1/7/2020 22:17,10972.77
1/7/2020 22:22,10972.77
1/7/2020 22:27,10972.77
1/7/2020 22:32,10972.77
1/7/2020 22:37,10972.77
1/7/2020 22:42,10972.77
1/7/2020 22:47,10972.77
1/7/2020 22:52,10972.77
1/7/2020 22:57,10972.77
1/7/2020 23:02,10972.77
1/7/2020 23:07,10972.77
1/7/2020 23:12,10972.77
1/7/2020 23:17,10972.77
1/7/2020 23:22,10972.77
1/7/2020 23:27,10972.77
1/7/2020 23:32,10972.77
1/7/2020 23:37,10972.77
1/7/2020 23:42,10972.77
1/7/2020 23:47,10972.77
1/7/2020 23:52,10972.77
1/7/2020 23:57,10972.77
1/8/2020 0:02,10972.77
1/8/2020 0:07,10972.77
1/8/2020 0:12,10972.77
1/8/2020 0:17,10972.77
1/8/2020 0:22,10972.77
1/8/2020 0:27,10972.77
1/8/2020 0:32,10972.77
1/8/2020 0:37,10972.77
1/8/2020 0:42,10972.77
1/8/2020 0:47,10972.77
1/8/2020 0:52,10972.77
1/8/2020 0:57,10972.77
1/8/2020 1:02,10972.77
1/8/2020 1:07,10972.77
1/8/2020 1:12,10972.77
1/8/2020 1:17,10972.77
1/8/2020 1:22,10972.77
1/8/2020 1:27,10972.77
1/8/2020 1:32,10972.77
