date,value,minValue,maxValue
0,19.0649,16.9,20.1
3600,18.8704,17.4,20.4
7200,18.8028,18,20.2
10800,18.7548,17.6,20.4
14400,18.52,17.3,19.7
18000,19.08,17.3,20
21600,18.7909,17.9,19.4
25200,19.3995,18.1,20.3
28800,18.7454,17.4,20.2
32400,18.9261,18.1,20
36000,19.4933,18.7,20.7
39600,19.7062,18.8,20.8
43200,20.2171,18.3,23.3
46800,23.3655,21.4,24.5
50400,21.4651,20.3,24.1
54000,22.9775,18.8,24.8
57600,18.4051,17.5,19.3
61200,18.1203,17,19.3
64800,17.97,17,19
68400,17.9476,16.8,18.8
72000,18.1584,17.3,18.9
75600,18.0203,17.1,19.4
79200,18.1481,17.1,18.9
82800,18.1922,16.8,19
86400,18.5097,17.3,21.5
90000,26.9734,18.4,29.6
93600,28.2302,27.1,29.3
97200,27.9457,27,29.4
100800,27.945,27.4,28.8
104400,28.174,27.5,28.9
108000,23.5337,15.7,28.2
111600,18.2619,15.7,20
115200,18.9673,18.2,19.8
118800,20.787,18.8,24
122400,22.411,20.4,24.5
126000,24.8439,22.6,27.1
129600,22.3504,21.2,23.5
133200,24.5349,21.7,26.7
136800,24.6567,23.2,25.4
140400,22.4598,18.5,25.6
144000,21.71,19.3,22.5
147600,20.1168,18.6,22.1
151200,19.5417,18.2,21.5
154800,19.2656,18.3,20.6
158400,19.3503,17.6,20.4
162000,19.4852,17.8,21.2
165600,19.113,17.8,20.2
169200,22.2323,17.9,28.3
172800,27.9797,27.1,29.5
176400,28.1214,27.1,29.5
180000,27.9111,25,29.2
183600,20.8565,18.8,25
187200,19.0782,18.1,20.2
190800,21.4366,20,23.7
194400,19.6712,17.8,22.2
198000,20.6681,17.4,24.4
201600,23.4444,21.4,24.9
205200,24.4645,21.1,27
208800,22.1324,18,29
212400,28.0297,25.5,29.6
216000,21.9977,19.3,26.2
219600,22.2947,20.8,24.2
223200,24.4587,22.6,27.3
226800,25.3049,18,28.9
230400,20.2624,18,21.8
234000,19.7663,18,21.8
237600,19.6498,18.4,21
241200,19.2032,17.2,21
244800,19.1876,17.6,20.7
248400,18.6329,17.2,20.3
252000,19.2941,17.5,20.7
255600,19.8518,17.7,23
259200,20.7974,17.8,23.6
262800,22.0132,20.5,23.4
266400,25.4789,23.3,27.6
270000,24.0823,22.3,26
273600,24.6296,18.2,29.5
277200,19.3787,17.9,21.2
280800,20.0814,18.5,21.8
284400,19.6314,17.7,22.7
288000,23.732,21.4,25.8
291600,23.2302,20.3,25.3
295200,20.636,17.9,25.4
298800,25.7042,23.4,27.1
302400,26.9431,23.4,29.5
306000,27.5075,25.4,29.6
309600,28.6692,26.1,29.8
313200,21.2773,17.7,28.9
316800,23.8176,21.2,26.3
320400,21.9822,19.8,25.4
324000,20.4167,19,21.6
327600,22.209,20.3,24.6
331200,25.4691,23.9,26.7
334800,21.1745,18.9,25.6
338400,20.9627,19.8,22.1
342000,21.1067,20.1,22.8
345600,22.307,20.6,24.3
349200,26.9741,21.3,30.3
352800,27.5847,25.8,29.9
356400,26.6079,25.5,27.8
360000,27.599,25.6,29.2
363600,22.1282,15.7,26.3
367200,22.6117,16.8,28.1
370800,27.3024,25.1,29.2
374400,23.1766,21.6,25.7
378000,22.8537,21.3,25.7
381600,28.4816,25.7,30.4
385200,25.9697,22.5,29.5
388800,27.5324,25.5,29.7
392400,28.981,27.6,30.2
396000,27.3211,22.2,30.2
399600,25.757,16.2,30.4
403200,19.3771,14.8,22.5
406800,19.3562,16.9,22.5
410400,18.766,17.4,20.2
414000,18.3903,16.4,19.9
417600,18.4427,16.9,19.9
421200,18.6232,16.9,20.3
424800,18.5764,16.8,20.3
428400,19.5956,17.6,22.1
432000,20.4884,17.7,22.7
435600,18.732,17.1,22.4
439200,20.2777,16.4,23.9
442800,18.694,16.6,20.7
446400,21.7675,19.4,24.2
450000,19.903,16.8,22.3
453600,18.8597,17.1,20.4
457200,24.2388,20.4,27.8
460800,26.9918,25.1,29.6
464400,25.1186,23.4,26.5
468000,27.2751,25,31.1
471600,19.8986,3.8,31.1
475200,12.0823,10.4,18.3
478800,7.95355,3.9,12.5
482400,10.94,3.8,18.9
486000,12.2685,10.9,14.3
489600,11.8261,10.6,12.7
493200,18.7252,11.3,28.7
496800,27.7378,24.9,29.5
500400,24.3007,20.9,27.1
504000,23.5452,20.5,26.3
507600,24.929,22.3,27.4
511200,24.3066,23,26.7
514800,24.8248,23.2,26.7
518400,24.1828,22.8,26.4
522000,22.7224,20.6,24.5
525600,24.1075,22.2,27.2
529200,23.4119,21.9,24.8
532800,23.5344,22.5,24.6
536400,24.36,22.7,26.8
540000,24.2702,22.6,26.1
543600,24.8015,23,26.9
547200,24.161,22.9,26.7
550800,24.4155,22.9,25.6
554400,24.8662,23.7,26.3
558000,25.1723,22.6,28.1
561600,25.4789,23.6,27.5
565200,23.6432,22.6,24.4
568800,26.0784,23.8,27.3
572400,25.5466,24.4,27.2
576000,25.4854,23.8,27.3
579600,23.6865,22.6,24.4
583200,23.0588,21.4,24.8
586800,24.1328,22.5,26.3
590400,22.9883,21.1,25.2
594000,23.9281,21.3,26.4
597600,24.0983,20.6,26.9
601200,23.7789,20.7,25.3
604800,23.5449,21.1,25.5
608400,23.3634,22.1,25.5
612000,22.8714,20.7,24.1
615600,22.6649,20.7,24.5
619200,22.8354,21.2,24.4
622800,22.1848,20.9,24.2
626400,21.814,20.6,23.2
630000,21.9286,20.4,24.7
633600,23.8569,22.6,25.1
637200,23.6091,21.7,24.8
640800,25.3665,23.8,27
644400,25.7086,24.2,26.9
648000,25.0815,24,26
651600,25.7264,23.7,28.8
655200,26.4547,25,28
658800,27.2097,25.8,28.6
662400,24.5582,21.9,27.6
666000,24.3391,22.1,26.8
669600,24.7323,21.3,27.1
673200,24.529,22.6,26.4
676800,23.767,21.2,25.3
680400,24.6515,21.9,27.5
684000,24.6608,23.4,26
687600,24.9724,22.7,27.4
691200,23.8501,22.4,25.6
694800,24.8902,23.1,26.9
698400,24.2348,23.1,25.8
702000,24.4685,22.6,26.5
705600,23.5983,22.8,24.5
709200,23.731,22.5,24.8
712800,23.8376,22.3,25.6
716400,25.9296,24.1,28.5
720000,28.3005,27.3,29.4
723600,25.8172,24.4,28.1
727200,27.8266,25.7,29.4
730800,25.3655,22.1,29.2
734400,27.9814,25.7,29.6
738000,25.0764,22.9,26.6
741600,26.5817,23.8,29.1
745200,29.2485,28.3,30.1
748800,28.5654,27.6,29.5
752400,21.1866,17.6,27.6
756000,22.001,19.2,23.1
759600,21.1252,19.9,22.5
763200,22.3973,21,24
766800,21.434,20.2,22.9
770400,22.6479,20.9,24.1
774000,21.8804,20.8,22.8
777600,24.8149,20.9,28.9
781200,27.7364,27.1,29.1
784800,27.6576,27.1,29.1
788400,27.7399,27,29.1
792000,27.7815,26.9,28.9
795600,27.7252,26.7,29.4
799200,28.0298,26.9,29.2
802800,24.1038,18.7,29.5
806400,22.0004,18.9,23.7
810000,21.6101,20.4,23.8
813600,28.1707,23.8,30.7
817200,28.7435,27.5,30.2
820800,28.6627,27.6,30
824400,29.0365,28.1,30.2
828000,29.0033,28,30
831600,27.2855,22.3,30.7
835200,23.9682,22,26.5
838800,23.4221,20.9,25.8
842400,23.082,22,25
846000,23.3144,21.9,24.8
849600,23.208,21,25.6
853200,23.6393,21.7,26
856800,23.5477,21.7,25.8
860400,24.5469,23.5,26.2
864000,23.6529,21.1,28.3
867600,28.0997,27.2,30.3
871200,27.8006,27.1,29
874800,27.9845,26.8,29.2
878400,27.7431,26.7,29.3
882000,27.9717,26.8,28.8
885600,24.6192,18.6,28.9
889200,20.3256,17.9,22.5
892800,26.8168,22.2,28.9
896400,23.1596,19,29.3
900000,21.4043,19.1,24.1
903600,21.5824,19.7,23.2
907200,22.3105,20.4,24.7
910800,27.9029,24.7,29.5
914400,28.8662,28.2,29.8
918000,27.6714,22.9,29.9
921600,21.6885,19.7,23.1
925200,22.0007,20.9,23.8
928800,21.4646,20.2,23.1
932400,20.4154,19.1,23.1
936000,21.7534,20.2,23.1
939600,21.0817,19.9,22.9
943200,21.1524,19.9,23.3
946800,22.8246,20.6,24
950400,21.1656,20,22.3
954000,22.548,20.2,24.4
957600,20.9676,19.7,22.8
961200,21.6894,20.9,22.4
964800,21.1264,19.5,22.7
968400,21.3195,19.4,22.9
972000,21.6307,20.2,22.7
975600,22.6045,20.3,28
979200,27.995,27.4,29.5
982800,28.6106,26.9,29.8
986400,25.6015,20.9,29.2
990000,28.5456,25,30.3
993600,22.7659,19.7,27.6
997200,25.7343,20.6,29.6
1000800,28.8577,28,29.8
1004400,23.2189,16.6,28.7
1008000,21.3276,17.6,23.9
1011600,19.4475,18,23.1
1015200,18.8208,17,21
1018800,18.8658,17.2,20.4
1022400,19.7122,18.6,21
1026000,18.7123,17.3,19.8
1029600,18.9488,17,21.1
1033200,18.8603,17.7,20.1
1036800,18.8415,17.3,20.3
1040400,19.6278,18.6,20.8
1044000,18.7508,17.2,20.4
1047600,18.2059,16.6,20.9
1051200,18.7689,17.7,20
1054800,19.265,17.7,21.9
1058400,19.6295,18.3,21.5
1062000,19.5011,17.8,20.7
1065600,19.7062,18.6,20.6
1069200,19.483,17.8,20.4
1072800,17.5118,16.2,19
1076400,17.2611,16,18.9
1080000,17.8316,16.3,18.4
1083600,18.5837,17.5,19.7
1087200,18.945,17.6,19.7
1090800,18.6974,17.6,19.8
1094400,18.4032,16.5,20.1
1098000,17.2686,16.6,18.2
1101600,17.4344,16.7,18.7
1105200,16.8527,16.1,17.7
1108800,16.7381,15.9,17.8
1112400,17.37,16.5,18.4
1116000,17.2626,16.4,18.6
1119600,16.9688,15.9,18.2
1123200,16.7773,14.9,18.3
1126800,17.0592,16.4,18.1
1130400,17.233,16.1,17.7
1134000,16.9173,16.1,18
1137600,17.0596,16.2,17.5
1141200,17.1883,16.2,18.4
1144800,17.0514,15.8,18.7
1148400,17.4231,16.2,18.1
1152000,17.4826,16.1,19
1155600,17.3103,16.5,18.7
1159200,17.7195,16.6,18.2
1162800,17.5872,16.6,18.3
1166400,17.6594,16.8,18.6
1170000,17.4891,16.5,18.2
1173600,17.6396,16.5,18.8
1177200,17.9903,17,19
1180800,17.4717,16.5,18.6
1184400,16.8261,15.8,17.8
1188000,16.9131,16.1,18.8
1191600,16.9263,15.7,17.8
1195200,17.1456,16.1,18.8
1198800,16.6649,15.8,17.5
1202400,16.9621,15.5,17.7
1206000,16.7951,15.9,18
1209600,16.9261,15.5,18.1
1213200,17.1302,15.9,18.1
1216800,17.5139,16.8,18.2
1220400,17.4431,16.4,18.2
1224000,17.5382,16.7,18.6
1227600,17.0541,16.5,18.4
1231200,17.2942,16.2,18.3
1234800,17.548,16.3,18.8
1238400,17.9556,16.7,19.5
1242000,18.103,17.4,19.6
1245600,18.0677,16.9,18.8
1249200,18.5119,17.2,20
1252800,17.9333,17,18.8
1256400,18.0362,17.2,19.3
1260000,17.3407,16.3,18.3
1263600,17.7354,16.5,18.7
1267200,17.7025,16.1,19.3
1270800,17.2402,16,18.4
1274400,16.5777,15.1,18.1
1278000,17.2205,16.2,18.6
1281600,16.8726,15.9,19
1285200,16.7992,15.7,17.5
1288800,17.565,16.7,18.3
1292400,16.9447,16.1,17.5
1296000,16.9686,16.4,17.7
1299600,17.6003,16.7,18.4
1303200,16.9259,16,17.7
1306800,16.8102,16.1,17.4
1310400,16.5178,15.8,18
1314000,17.3884,15.7,18
1317600,17.4907,15.7,18.9
1321200,17.2663,15.7,18.5
1324800,17.5628,16.8,19.1
1328400,17.7543,16.2,19.1
1332000,17.9088,16.4,18.9
1335600,18.1159,16.4,19.2
1339200,18.1955,16.6,20.3
1342800,18.6649,17.3,20.1
1346400,18.42,16.8,20.1
1350000,19.1198,17.9,20.5
1353600,18.2518,17.4,19.5
1357200,18.367,16.7,19.6
1360800,17.5016,16.6,18.3
1364400,17.4808,16.7,18.7
1368000,17.355,16.7,18.2
1371600,18.0015,17.1,18.5
1375200,17.6446,16.5,19
1378800,17.5413,16.7,18.5
1382400,17.5852,16.4,18.9
1386000,17.6833,17.2,18.2
1389600,17.1103,16,18.2
1393200,17.5029,16.2,18.7
1396800,17.622,16.9,18.9
1400400,17.7978,16.9,18.5
1404000,17.8648,16.7,19.2
1407600,18.0237,17,19.6
1411200,18.2121,16.5,20.1
1414800,18.2626,17.2,20.1
1418400,18.4126,17.6,19
1422000,21.6564,18.9,23.9
1425600,20.1799,19.1,22
1429200,18.7504,17.8,20.1
1432800,19.6238,18.2,20.7
1436400,18.8565,16.8,20
1440000,18.3545,16.8,19.7
1443600,18.531,17.2,19.9
1447200,18.8223,17.7,20.2
1450800,18.5296,17.3,19.7
1454400,18.6776,17.7,19.6
1458000,18.6598,17.5,19.6
1461600,18.3638,17.4,19.2
1465200,18.591,17.7,19.9
1468800,18.8873,17.7,21.3
1472400,19.1903,17.6,21.3
1476000,18.9526,18.2,20
1479600,19.6561,18.6,21
1483200,19.0135,17.7,20
1486800,18.1297,16.7,19.2
1490400,17.7963,16.7,18.5
1494000,18.0039,17.1,19.2
1497600,18.5112,17.7,19.7
1501200,18.4044,17.4,19.6
1504800,18.7288,17.9,20.3
1508400,18.2047,17.2,20.1
1512000,18.5784,17.3,20.1
1515600,18.9748,18.2,19.9
1519200,19.5315,18.2,21
1522800,18.8337,17.7,20.1
1526400,19.5767,17.8,21.6
1530000,18.2847,16.1,20.2
1533600,17.9931,16.1,18.8
1537200,18.1233,16.8,19.7
1540800,18.4642,17.5,20.5
1544400,19.2483,17.1,21
1548000,18.7996,17.1,21
1551600,18.6047,16.6,20
1555200,19.2138,16.9,20.6
1558800,18.7307,17.3,20.4
1562400,18.824,16.8,20.4
1566000,19.2005,17.4,20.5
1569600,18.9881,17.4,20.5
1573200,19.5023,18.1,20.7
1576800,19.2089,18.3,20.1
1580400,18.5682,17.7,19.7
