date,value,minValue,maxValue
0,15.2541,15.2,15.5
300,15.2272,15,15.3
600,15.2676,15,15.5
900,15.2708,15,15.5
1200,15.2397,15,15.5
1500,15.2582,15,15.5
1800,15.2668,15,15.5
2100,15.2525,14.9,15.6
2400,15.2703,15,15.5
2700,15.2316,15,15.5
3000,15.1976,14.9,15.5
3300,15.2213,14.9,15.5
3600,15.2153,15,15.5
3900,15.199,14.9,15.5
4200,15.2376,15,15.5
4500,15.2245,14.9,15.5
4800,15.1797,14.9,15.3
5100,15.1913,15,15.3
5400,15.1747,15,15.3
5700,15.1422,15,15.3
6000,15.177,14.9,15.3
6300,15.1713,14.9,15.3
6600,15.1696,14.9,15.3
6900,15.1896,15,15.3
7200,15.1699,14.9,15.5
7500,15.1169,14.8,15.3
7800,15.1599,14.9,15.3
8100,15.1673,15,15.3
8400,15.1428,14.9,15.3
8700,15.1702,15,15.3
9000,15.1851,15,15.3
9300,15.1553,14.9,15.3
9600,15.1995,15,15.3
9900,15.1542,15,15.3
10200,15.1136,14.9,15.3
10500,15.1555,14.9,15.3
10800,15.1539,14.9,15.3
11100,15.1404,14.9,15.3
11400,15.1889,14.9,15.3
11700,15.163,15,15.3
12000,15.1275,14.9,15.3
12300,15.2286,15,15.5
12600,15.2176,15,15.5
12900,15.1587,15,15.5
13200,15.1878,15,15.3
13500,15.1832,15,15.3
13800,15.1669,15,15.5
14100,15.23,15,15.3
14400,15.2249,15,15.3
14700,15.2111,15,15.5
15000,15.2733,15,15.5
15300,15.2516,15.2,15.5
15600,15.2621,15,15.5
15900,15.2716,15,15.5
16200,15.2532,15,15.5
16500,15.2137,14.9,15.5
16800,15.2713,15.2,15.5
17100,15.248,15.2,15.3
17400,15.267,15,15.5
17700,15.3245,15,15.6
18000,15.3073,15.2,15.5
18300,15.2996,15,15.5
18600,15.3263,15,15.5
18900,15.3134,15.2,15.5
19200,15.2619,15,15.5
19500,15.3396,15.2,15.6
19800,15.3173,15.2,15.5
20100,15.3147,15,15.5
20400,15.3074,15.2,15.5
20700,15.3427,15,15.5
21000,15.3152,15.2,15.5
21300,15.3589,15.2,15.6
21600,15.3655,15.2,15.5
21900,15.3244,15.2,15.5
22200,15.3867,15.2,15.5
22500,15.3959,15.2,15.6
22800,15.3485,15.2,15.6
23100,15.4286,15.3,15.5
23400,15.4042,15.2,15.6
23700,15.3722,15.2,15.6
24000,15.3988,15.2,15.6
24300,15.4015,15.2,15.6
24600,15.3578,15.2,15.6
24900,15.4169,15.3,15.6
25200,15.434,15.2,15.6
25500,15.4103,15.2,15.6
25800,15.4122,15.2,15.6
26100,15.4221,15.2,15.6
26400,15.347,15.2,15.5
26700,15.4308,15.2,15.6
27000,15.4522,15.3,15.6
27300,15.4225,15.2,15.6
27600,15.466,15.3,15.6
27900,15.458,15.2,15.6
28200,15.4438,15.2,15.6
28500,15.4492,15.2,15.6
28800,15.4851,15.3,15.6
29100,15.4281,15.2,15.6
29400,15.4704,15.3,15.6
29700,15.446,15.2,15.6
30000,15.4162,15.2,15.6
30300,15.4792,15.3,15.6
30600,15.4769,15.3,15.6
30900,15.4548,15.2,15.6
31200,15.49,15.3,15.8
31500,15.4696,15.3,15.6
31800,15.4726,15.3,15.6
32100,15.5125,15.3,15.6
32400,15.477,15.2,15.6
32700,15.4963,15.3,15.6
33000,15.5109,15.3,15.6
33300,15.5043,15.3,15.6
33600,15.4353,15.3,15.6
33900,15.4519,15.3,15.6
34200,15.4579,15.3,15.6
34500,15.4433,15.2,15.6
34800,15.4998,15.3,15.6
35100,15.4646,15.3,15.6
35400,15.467,15.3,15.6
35700,15.4462,15.3,15.6
36000,15.433,15.3,15.6
36300,15.4119,15.2,15.6
36600,15.4532,15.2,15.6
36900,15.4633,15.3,15.6
37200,15.4022,15.3,15.6
37500,15.4805,15.3,15.6
37800,15.4587,15.3,15.6
38100,15.3927,15.2,15.6
38400,15.4135,15.3,15.6
38700,15.411,15.2,15.6
39000,15.369,15.2,15.5
39300,15.3858,15.2,15.6
39600,15.3843,15.2,15.6
39900,15.3985,15.2,15.6
40200,15.4079,15.3,15.6
40500,15.3724,15.2,15.5
40800,15.3757,15.2,15.6
41100,15.3959,15.2,15.6
41400,15.4029,15.2,15.6
41700,15.3721,15,15.6
42000,15.4193,15.3,15.6
42300,15.3582,15.2,15.5
42600,15.3198,15,15.5
42900,15.3362,15.2,15.5
43200,15.3474,15.2,15.5
43500,15.2619,15,15.5
43800,15.3208,15.2,15.5
44100,15.3219,15.2,15.5
44400,15.2688,15.2,15.6
44700,15.3255,15.2,15.6
45000,15.3154,15.2,15.5
45300,15.2609,15,15.5
45600,15.3408,15.2,15.6
45900,15.3298,15.2,15.5
46200,15.2704,15,15.5
46500,15.3088,15,15.5
46800,15.3066,15.2,15.5
47100,15.2734,14.9,15.5
47400,15.2941,15.2,15.5
47700,15.2698,15,15.5
48000,15.2418,15,15.5
48300,15.2785,15,15.5
48600,15.2405,14.9,15.3
48900,15.2342,14.9,15.5
49200,15.2313,15,15.3
49500,15.246,15,15.5
49800,15.2093,15,15.5
50100,15.2378,15,15.5
50400,15.2038,15,15.3
50700,15.1708,14.9,15.5
51000,15.2367,15,15.5
51300,15.2329,15,15.5
51600,15.1805,14.9,15.3
51900,15.2514,15,15.5
52200,15.2241,15,15.3
52500,15.1754,14.9,15.5
52800,15.234,15,15.3
53100,15.2193,15,15.3
53400,15.1966,14.9,15.5
53700,15.2122,15,15.3
54000,15.2144,15,15.3
54300,15.1981,14.9,15.5
54600,15.22,15,15.3
54900,15.2237,15,15.5
55200,15.2203,14.9,15.5
55500,15.2224,15,15.3
55800,15.244,15,15.5
56100,15.196,15,15.3
56400,15.258,15.2,15.5
56700,15.1976,15,15.3
57000,15.1795,15,15.5
57300,15.2587,15,15.5
57600,15.2348,15,15.5
57900,15.2267,15,15.5
58200,15.2876,15.2,15.5
58500,15.2542,15,15.5
58800,15.2225,15,15.5
59100,15.2756,15.2,15.5
59400,15.2736,15,15.5
59700,15.259,15,15.5
60000,15.2611,15,15.5
60300,15.3002,15.2,15.5
60600,15.2829,15,15.5
60900,15.3103,15.2,15.5
61200,15.3127,15.2,15.5
61500,15.2893,15.2,15.5
61800,15.3635,15.2,15.5
62100,15.3668,15.2,15.6
62400,15.3061,15.2,15.5
62700,15.3176,15.2,15.5
63000,15.3528,15.2,15.5
63300,15.3452,15.2,15.6
63600,15.3754,15.2,15.5
63900,15.4069,15.2,15.6
64200,15.3548,15.2,15.5
64500,15.3771,15.2,15.6
64800,15.3678,15.2,15.6
65100,15.3577,15,15.6
65400,15.4151,15.2,15.6
65700,15.4057,15.2,15.6
66000,15.4239,15.2,15.6
66300,15.4576,15.3,15.6
66600,15.441,15.2,15.6
66900,15.4531,15.2,15.6
67200,15.4564,15.3,15.6
67500,15.4274,15.3,15.6
67800,15.4011,15.2,15.5
68100,15.4183,15.2,15.6
68400,15.3924,15.2,15.5
68700,15.3612,15.2,15.5
69000,15.4372,15.2,15.6
69300,15.4075,15.2,15.6
69600,15.408,15.3,15.6
69900,15.4414,15.2,15.6
70200,15.442,15.3,15.6
70500,15.3959,15.2,15.6
70800,15.3749,15.3,15.5
71100,15.4259,15.2,15.6
71400,15.4119,15.2,15.6
71700,15.4512,15.2,15.6
72000,15.4639,15.3,15.6
72300,15.4277,15.2,15.6
72600,15.4107,15.3,15.6
72900,15.4394,15.3,15.6
73200,15.4345,15.2,15.6
73500,15.4708,15.2,15.6
73800,15.4711,15.3,15.6
74100,15.4674,15.2,15.6
74400,15.4595,15.2,15.6
74700,15.4677,15.3,15.6
75000,15.4467,15.2,15.6
75300,15.484,15.3,15.6
75600,15.4694,15.3,15.6
75900,15.4339,15.2,15.6
76200,15.3919,15.2,15.5
76500,15.4374,15.3,15.6
76800,15.4111,15.2,15.6
77100,15.4785,15.3,15.6
77400,15.4323,15.3,15.6
77700,15.4142,15.2,15.6
78000,15.4206,15.2,15.6
78300,15.4133,15.2,15.6
78600,15.4091,15.2,15.6
78900,15.3858,15.2,15.6
79200,15.3484,15.2,15.5
79500,15.356,15.2,15.6
79800,15.3729,15.2,15.5
80100,15.4026,15.2,15.5
80400,15.3333,15,15.6
80700,15.3331,15.2,15.5
81000,15.3483,15.2,15.6
81300,15.3491,15.2,15.6
81600,15.3609,15.2,15.6
81900,15.3588,15.2,15.5
82200,15.3203,15.2,15.5
82500,15.342,15.2,15.6
82800,15.3589,15.2,15.6
83100,15.3235,15,15.6
83400,15.3124,15.2,15.6
83700,15.314,15.2,15.6
84000,15.2557,15,15.5
84300,15.2851,15.2,15.5
84600,15.2552,15.2,15.3
84900,15.2606,15.2,15.5
85200,15.2858,15.2,15.5
85500,15.2969,15.2,15.5
85800,15.2604,15,15.5
86100,15.2917,15.2,15.5
86400,15.246,14.9,15.5
86700,15.2166,15,15.5
87000,15.2437,15,15.5
87300,15.2059,15,15.3
87600,15.1941,15,15.5
87900,15.2088,15,15.3
88200,15.1502,15,15.3
88500,15.1354,14.9,15.3
88800,15.1785,15,15.3
89100,15.1885,14.9,15.3
89400,15.1501,14.9,15.3
89700,15.1583,14.9,15.3
90000,15.2162,15,15.6
90300,15.1664,14.9,15.5
90600,15.2023,15,15.5
90900,15.1823,14.9,15.3
91200,15.1536,14.9,15.3
91500,15.1884,15,15.5
91800,15.1615,15,15.3
92100,15.1316,14.9,15.3
92400,15.1905,15,15.3
92700,15.167,14.9,15.3
93000,15.151,14.8,15.3
93300,15.1125,15,15.3
93600,15.1438,15,15.3
93900,15.1443,14.9,15.3
94200,15.1492,14.9,15.3
94500,15.1645,15,15.3
94800,15.1135,14.9,15.3
95100,15.1733,14.9,15.3
95400,15.1169,14.9,15.3
95700,15.0842,14.9,15.3
96000,15.1202,14.9,15.3
96300,15.1063,14.9,15.3
96600,15.0692,14.9,15.3
96900,15.1232,14.9,15.3
97200,15.1211,14.9,15.3
97500,15.0455,14.8,15.3
97800,15.162,14.9,15.3
98100,15.1006,14.9,15.3
98400,15.0792,14.9,15.2
98700,15.1638,14.9,15.3
99000,15.1394,14.9,15.3
99300,15.1253,14.9,15.5
99600,15.1895,14.9,15.3
99900,15.1932,14.9,15.3
100200,15.1535,14.9,15.3
100500,15.2156,15,15.3
100800,15.2173,15,15.3
101100,15.1526,14.9,15.5
101400,15.1761,15,15.3
101700,15.2069,15,15.3
102000,15.2023,14.9,15.5
102300,15.2445,15,15.5
102600,15.2219,14.9,15.3
102900,15.186,15,15.3
103200,15.2053,15,15.3
103500,15.2128,15,15.3
103800,15.2098,15,15.3
104100,15.2438,15,15.5
104400,15.2609,15.2,15.5
104700,15.2499,14.9,15.5
105000,15.258,15,15.5
105300,15.2526,15.2,15.3
105600,15.2438,15,15.5
105900,15.2738,15,15.5
106200,15.2817,15.2,15.5
106500,15.2509,15,15.5
106800,15.2763,15,15.5
107100,15.3047,15.2,15.6
107400,15.2562,15,15.5
107700,15.3146,15.2,15.5
108000,15.2832,15.2,15.5
108300,15.2722,15,15.5
108600,15.342,15,15.6
108900,15.2946,15,15.5
109200,15.3088,15,15.6
109500,15.3711,15.2,15.5
109800,15.3367,15,15.6
110100,15.3094,15,15.5
110400,15.3324,15.2,15.5
110700,15.3193,15.2,15.5
111000,15.3152,15,15.5
111300,15.3514,15.2,15.5
111600,15.3766,15.2,15.5
111900,15.2737,14.9,15.5
112200,15.3543,15.2,15.6
112500,15.36,15.2,15.6
112800,15.335,15.2,15.6
113100,15.4237,15.2,15.6
113400,15.3992,15.2,15.5
113700,15.3166,15,15.5
114000,15.344,15.2,15.5
114300,15.3497,15,15.6
114600,15.3625,15.2,15.6
114900,15.3636,15.3,15.5
115200,15.349,15.2,15.5
115500,15.3023,14.9,15.5
115800,15.3387,15.2,15.5
116100,15.3792,15.2,15.6
116400,15.3441,15,15.6
116700,15.3627,15.2,15.6
117000,15.3994,15.2,15.6
117300,15.3762,15.2,15.6
117600,15.4357,15.2,15.6
117900,15.436,15.2,15.6
118200,15.4022,15.2,15.6
118500,15.4411,15.3,15.6
