date,value,minValue,maxValue
0,400.846,398.5,403.4
3600,402.526,400.8,405
7200,402.747,401,404.2
10800,403.596,401.8,405.3
14400,403.683,402.4,404.8
18000,402.723,400.9,403.9
21600,400.177,397.9,402.5
25200,398.384,395.7,399.9
28800,396.803,395.8,398
32400,395.408,393.3,397
36000,396.685,394,399.1
39600,395.821,393.5,398.6
43200,395.659,394.1,397.6
46800,395.752,394.5,397.7
50400,395.663,394.3,397.7
54000,396.061,393.9,398
57600,396.808,393.7,398.8
61200,395.95,392.7,399.4
64800,399.01,393.2,401.5
68400,403.201,401,405.4
72000,404.845,402.2,407.4
75600,405.072,402.8,407.9
79200,404.315,401.8,406.8
82800,401.793,398.6,406.2
86400,403.125,401,405.3
90000,404.923,403.2,406.5
93600,401.956,397.1,406.4
97200,398.832,397.3,400.9
100800,399.504,397.9,401.5
104400,396.406,393.7,399.3
108000,389.927,385.6,395.1
111600,384.199,381.4,388.1
115200,382.759,379.5,386.7
118800,385.538,382.1,388
122400,385.348,382.8,387
126000,384.807,382.4,386.6
129600,388.283,385,393
133200,383.695,380.8,389.1
136800,382.718,380.8,384.7
140400,383.447,380.9,386.5
144000,382.026,377.1,388.5
147600,388.564,385.9,395.4
151200,392.505,390.1,396
154800,395.332,393,398.2
158400,396.811,393.4,400
162000,393.489,386.9,396.5
165600,395.663,391.3,400.2
169200,399.462,397.6,402.8
172800,400.972,397.9,403.1
176400,396.871,394.6,399.1
180000,398.125,395.6,400.2
183600,397.632,395.9,399.7
187200,397.555,395.4,399.7
190800,394.7,391.4,397.1
194400,389.109,384.2,392.4
198000,387.16,382.2,391.4
201600,386.069,380,390.6
205200,382.892,380.9,385.1
208800,381.845,379.4,383.5
212400,381.765,380.1,385.2
216000,384.129,380.1,387.8
219600,377.762,374.4,384.7
223200,375.829,372.5,380.9
226800,381.171,379.2,383.6
230400,379.399,374.1,382.7
234000,379.978,378.2,383.3
237600,393.801,382.8,398.4
241200,390.706,387,395.1
244800,395.54,393.2,400.9
248400,395.497,390.7,400.5
252000,396.443,394.5,401
255600,394.701,391.4,398.8
259200,396.166,391.8,399.7
262800,398.151,396.1,400.6
266400,399.183,396.8,400.9
270000,399.509,397,402.2
273600,400.139,398.1,402.2
277200,398.478,394,402.2
280800,390.152,385.7,394.2
284400,385.327,378.5,391.9
288000,382.968,380.5,386.3
291600,382.049,379.2,385.7
295200,380.814,378.4,384.4
298800,380.662,378.5,382
302400,387.138,380.5,391.8
306000,386.482,382.9,391.7
309600,383.272,381.2,386.4
313200,385.74,383.7,388.3
316800,384.087,377.2,387.1
320400,386.6,381.6,392.5
324000,394.24,391.2,398.3
327600,393.867,392,397.3
331200,396.182,394.4,398.8
334800,396.463,392.2,400.2
338400,396.095,392.1,399.1
342000,400.34,398.1,403.5
345600,399.869,395.7,402.9
349200,397.621,395.9,399.7
352800,397.574,395.7,399.6
356400,396.456,394.7,398.8
360000,397.173,395.1,399.8
363600,394.109,391.5,396.6
367200,390.639,385.1,394.7
370800,385.328,379,390
374400,382.371,378.8,386.4
378000,383.232,379.7,387.1
381600,382.347,380.5,384.2
385200,381.469,379.3,383.4
388800,384.956,381.5,389.3
392400,383.286,380.3,388.2
396000,380.055,378.1,381.8
399600,380.7,378.4,383.1
403200,379.536,375,383.2
406800,382.204,376.3,388.8
410400,393.027,388.7,396.7
414000,393.208,390.8,396.1
417600,396.33,394.6,398.8
421200,397.904,395.8,400.7
424800,398.334,396.2,400.7
428400,398.74,396.8,401.2
432000,396.019,392.7,400.1
435600,395.643,394.1,397.6
439200,398.289,395.8,401.2
442800,397.066,393.9,400.7
446400,394.765,392.8,397.9
450000,392.351,389.5,394.4
453600,388.874,385.6,391.6
457200,386.08,380.7,390
460800,381.185,377.4,383.7
464400,384.119,379.5,387.7
468000,386.115,382.5,389.2
471600,384.29,382.7,386.3
475200,388.072,384.2,392.9
478800,383.212,378.7,388.7
482400,382.825,379.7,385.6
486000,384.169,380.1,388.8
489600,380.514,377.3,383.6
493200,387.179,383.6,391.9
496800,394.187,391,399
500400,393.357,389.9,396.7
504000,394.055,386.5,397.9
507600,398.393,392.3,403.2
511200,401.527,398.6,404.3
514800,399.269,397.1,403.7
518400,401.208,398.1,403.6
522000,400.981,397.5,403.3
525600,397.383,395.9,399.7
529200,399.232,397.6,401.2
532800,400.58,399.5,402.3
536400,400.315,398.5,402
540000,396.173,391.7,399.9
543600,392.143,388.9,394.3
547200,390.958,388.5,393.5
550800,390.875,386.6,393.2
554400,390.959,388.9,392.4
558000,389.301,387.1,391.5
561600,393.461,390.4,396.4
565200,397.861,395.4,400
568800,398.331,396.9,400
572400,397.416,394.7,401.2
576000,393.568,389.6,396.8
579600,392.621,389.8,395.9
583200,394.432,391.4,397.6
586800,398.406,395.5,401.4
590400,402.515,399.6,405.1
594000,402.743,400.6,406.8
597600,404.12,401.6,407.5
601200,404.471,401.1,407.1
604800,405.202,402.8,407.8
608400,406.056,404.5,407.2
612000,405.701,404.3,407.2
615600,405.942,404.6,407.4
619200,406.667,405.6,407.4
622800,406.086,402.8,407.8
626400,403.361,402.1,405.2
630000,401.582,399.7,403.5
633600,401.557,400.3,403.2
637200,400.766,398.7,403.2
640800,398.474,396.4,400.1
644400,395.608,393.8,397.2
648000,394.569,392.8,396.6
651600,396.443,394.9,398.2
655200,396.003,393.8,397.9
658800,396.346,394.9,398.3
662400,396.034,392.3,399.5
666000,397.765,395.1,400
669600,396.819,393.7,398.5
673200,399.756,396.8,402.1
676800,402.808,399.5,406.9
680400,404.1,400.3,406.9
684000,404.176,401,407.7
687600,404.166,402.1,407.1
691200,400.978,394.6,407.5
694800,397.38,394.5,399.2
698400,395.546,394.2,398.4
702000,394.244,392.4,396.2
705600,395.307,391.1,397.9
709200,393.86,391.5,397
712800,393.863,388.2,398.3
716400,387.748,382.3,394.7
720000,386.737,384.5,390.2
723600,388.956,383.9,392.8
727200,387.08,383,390.2
730800,383.365,380.7,386
734400,385.903,382.2,390.5
738000,382.977,380.3,387
741600,383.106,380.6,386.6
745200,384.049,380.5,389.1
748800,382.004,378.6,386.5
752400,388.41,378.6,396.6
756000,396.794,392.9,400.1
759600,397.046,394.7,399.8
763200,399.394,396.6,402.5
766800,396.671,393.2,400.4
770400,398.36,395.2,400.1
774000,392.574,389.6,396
777600,395.604,392.9,398.3
781200,397.022,395.8,398.9
784800,400.309,397.9,403.2
788400,401.206,399.5,403.1
792000,399.796,397.3,404.1
795600,395.935,391,398.8
799200,389.771,386,393.3
802800,386.751,382,391.4
806400,381.54,377.5,386.4
810000,385.008,380.4,390.1
813600,384.248,380.9,387.8
817200,385.482,382.7,387.3
820800,388.118,382.6,393.1
824400,387.125,382.6,392.1
828000,383.496,380.7,385.1
831600,386.15,384.6,387.8
835200,384.368,380.1,387.1
838800,385.098,381.7,392.2
842400,396.166,390.3,400.3
846000,397.42,393,400.9
849600,393.74,390.1,398.5
853200,396.725,391,401.9
856800,396.457,392.9,403.1
860400,398.368,395,400.7
864000,399.306,396,402.2
867600,399.423,394.8,404.6
871200,399.121,396.8,402.2
874800,397.086,395.2,399.7
878400,397.757,395.2,399.9
882000,393.336,389.2,398.2
885600,390.1,387.9,392.8
889200,387.691,382,393
892800,382.888,380.6,388.7
