date,value
2019-07-19 11:00:00,8633.1
2019-07-19 11:05:00,8618.4
2019-07-19 11:10:00,8612.9
2019-07-19 11:15:00,8601.72
2019-07-19 11:20:00,8597.4
2019-07-19 11:25:00,8622.54
2019-07-19 11:30:00,8653.32
2019-07-19 11:35:00,8665.72
2019-07-19 11:40:00,8675.18
2019-07-19 11:45:00,8684.32
2019-07-19 11:50:00,8680.6
2019-07-19 11:55:00,8678.84
2019-07-19 12:00:00,8672.96
2019-07-19 12:05:00,8664.88
2019-07-19 12:10:00,8651.46333333333
2019-07-19 12:15:00,8621.97
2019-07-19 12:20:00,8619.32333333333
2019-07-19 12:25:00,8634.36
2019-07-19 12:30:00,8648.24333333333
2019-07-19 12:35:00,8652.0
2019-07-19 12:40:00,8666.53666666667
2019-07-19 12:45:00,8665.51
2019-07-19 12:50:00,8632.20666666667
2019-07-19 12:55:00,8605.45
2019-07-19 13:00:00,8589.75333333333
2019-07-19 13:05:00,8602.09333333333
2019-07-19 13:10:00,8590.08
2019-07-19 13:15:00,8572.69
2019-07-19 13:20:00,8562.73333333333
2019-07-19 13:25:00,8584.83333333333
2019-07-19 13:30:00,8608.4
2019-07-19 13:35:00,8606.2
2019-07-19 13:40:00,8633.6
2019-07-19 13:45:00,8601.2
2019-07-19 13:50:00,8615.52
2019-07-19 13:55:00,8601.54
2019-07-19 14:00:00,8594.34666666667
2019-07-19 14:05:00,8587.81666666667
2019-07-19 14:10:00,8561.61333333333
2019-07-19 14:15:00,8557.26666666667
2019-07-19 14:20:00,8530.59333333333
2019-07-19 14:25:00,8557.56666666667
2019-07-19 14:30:00,8558.78
2019-07-19 14:35:00,8574.37333333333
2019-07-19 14:40:00,8569.58
2019-07-19 14:45:00,8562.24666666667
2019-07-19 14:50:00,8562.17333333333
2019-07-19 14:55:00,8558.39333333333
2019-07-19 15:00:00,8536.12
2019-07-19 15:05:00,8487.78666666667
2019-07-19 15:10:00,8456.00666666667
2019-07-19 15:15:00,8442.51333333333
2019-07-19 15:20:00,8381.25
2019-07-19 15:25:00,8305.0
2019-07-19 15:30:00,8278.07
2019-07-19 15:35:00,8213.97
2019-07-19 15:40:00,8244.95
2019-07-19 15:45:00,8103.56
2019-07-19 15:50:00,7928.09
2019-07-19 15:55:00,8159.31
2019-07-19 16:00:00,7995.51
2019-07-19 16:05:00,8026.58
2019-07-19 16:10:00,8005.59666666667
2019-07-19 16:15:00,7982.72666666667
2019-07-19 16:20:00,7904.44333333333
2019-07-19 16:25:00,7827.85
2019-07-19 16:30:00,7813.17666666667
2019-07-19 16:35:00,7821.31666666667
2019-07-19 16:40:00,7846.25333333333
2019-07-19 16:45:00,7719.03333333333
2019-07-19 16:50:00,7663.93
2019-07-19 16:55:00,7657.06333333333
2019-07-19 17:00:00,7818.02
2019-07-19 17:05:00,7790.82666666667
2019-07-19 17:10:00,7784.05
2019-07-19 17:15:00,7682.08333333333
2019-07-19 17:20:00,7631.60333333333
2019-07-19 17:25:00,7700.09
2019-07-19 17:30:00,7706.15666666667
2019-07-19 17:35:00,7658.91
2019-07-19 17:40:00,7602.70666666667
2019-07-19 17:45:00,7502.85
2019-07-19 17:50:00,7495.38666666667
2019-07-19 17:55:00,7508.08
2019-07-19 18:00:00,7485.37333333333
2019-07-19 18:05:00,7494.2
2019-07-19 18:10:00,7500.28
2019-07-19 18:15:00,7461.93
2019-07-19 18:20:00,7421.78666666667
2019-07-19 18:25:00,7437.34666666667
2019-07-19 18:30:00,7458.3
2019-07-19 18:35:00,7434.58666666667
2019-07-19 18:40:00,7475.35
2019-07-19 18:45:00,7464.10333333333
2019-07-19 18:50:00,7466.02666666667
2019-07-19 18:55:00,7474.36666666667
2019-07-19 19:00:00,7456.07333333333
2019-07-19 19:05:00,7466.07666666667
2019-07-19 19:10:00,7414.63
2019-07-19 19:15:00,7359.06333333333
2019-07-19 19:20:00,7341.47666666667
2019-07-19 19:25:00,7348.38666666667
2019-07-19 19:30:00,7340.84333333333
2019-07-19 19:35:00,7276.35333333333
2019-07-19 19:40:00,7435.73666666667
2019-07-19 19:45:00,7656.07333333333
2019-07-19 19:50:00,7650.79
2019-07-19 19:55:00,7620.92
2019-07-19 20:00:00,7644.78666666667
2019-07-19 20:05:00,7609.32
2019-07-19 20:10:00,7595.04666666667
2019-07-19 20:15:00,7598.49666666667
2019-07-19 20:20:00,7598.81333333333
2019-07-19 20:25:00,7607.74333333333
2019-07-19 20:30:00,7595.65666666667
2019-07-19 20:35:00,7555.82333333333
2019-07-19 20:40:00,7538.56333333333
2019-07-19 20:45:00,7532.07333333333
2019-07-19 20:50:00,7524.68
2019-07-19 20:55:00,7618.06333333333
2019-07-19 21:00:00,7636.34333333333
2019-07-19 21:05:00,7659.73333333333
2019-07-19 21:10:00,7589.33333333333
2019-07-19 21:15:00,7338.99333333333
2019-07-19 21:20:00,7217.70666666667
2019-07-19 21:25:00,7243.76333333333
2019-07-19 21:30:00,7370.88
2019-07-19 21:35:00,7512.45666666667
2019-07-19 21:40:00,7553.15666666667
2019-07-19 21:45:00,7552.48
2019-07-19 21:50:00,7556.4
2019-07-19 21:55:00,7502.3
2019-07-19 22:00:00,7458.86
2019-07-19 22:05:00,7465.00333333333
2019-07-19 22:10:00,7464.65
2019-07-19 22:15:00,7454.75
2019-07-19 22:20:00,7404.73
2019-07-19 22:25:00,7380.85666666667
2019-07-19 22:30:00,7348.7
2019-07-19 22:35:00,7360.2
2019-07-19 22:40:00,7368.23
2019-07-19 22:45:00,7531.2
2019-07-19 22:50:00,7530.98
2019-07-19 22:55:00,7517.36
2019-07-19 23:00:00,7511.59
2019-07-19 23:05:00,7521.61
2019-07-19 23:10:00,7483.32333333333
2019-07-19 23:15:00,7444.16
2019-07-19 23:20:00,7461.32
2019-07-19 23:25:00,7467.96
2019-07-19 23:30:00,7450.92
2019-07-19 23:35:00,7432.16666666667
2019-07-19 23:40:00,7454.11
2019-07-19 23:45:00,7451.81333333333
2019-07-19 23:50:00,7470.22
2019-07-19 23:55:00,7486.58333333333
2019-07-20 00:00:00,7478.03333333333
2019-07-20 00:05:00,7506.76333333333
2019-07-20 00:10:00,7474.54666666667
2019-07-20 00:15:00,7455.46
2019-07-20 00:20:00,7444.92666666667
2019-07-20 00:25:00,7458.69333333333
2019-07-20 00:30:00,7465.96666666667
2019-07-20 00:35:00,7392.18666666667
2019-07-20 00:40:00,7517.12666666667
2019-07-20 00:45:00,7595.59333333333
2019-07-20 00:50:00,7648.98
2019-07-20 00:55:00,7665.62666666667
2019-07-20 01:00:00,7629.64666666667
2019-07-20 01:05:00,7626.37333333333
2019-07-20 01:10:00,7591.79333333333
2019-07-20 01:15:00,7548.43333333333
2019-07-20 01:20:00,7525.95
2019-07-20 01:25:00,7425.15666666667
2019-07-20 01:30:00,7394.72
2019-07-20 01:35:00,7385.40333333333
2019-07-20 01:40:00,7465.67666666667
2019-07-20 01:45:00,7438.61666666667
2019-07-20 01:50:00,7399.79
2019-07-20 01:55:00,7432.08
2019-07-20 02:00:00,7490.34333333333
2019-07-20 02:05:00,7457.76333333333
2019-07-20 02:10:00,7411.46666666667
2019-07-20 02:15:00,7439.27666666667
2019-07-20 02:20:00,7473.47
2019-07-20 02:25:00,7429.25333333333
2019-07-20 02:30:00,7452.14666666667
2019-07-20 02:35:00,7455.21333333333
2019-07-20 02:40:00,7474.7
2019-07-20 02:45:00,7455.8
2019-07-20 02:50:00,7402.0
2019-07-20 02:55:00,7324.6
2019-07-20 03:00:00,7317.1
2019-07-20 03:05:00,7274.3
2019-07-20 03:10:00,7342.2
2019-07-20 03:15:00,7421.4
2019-07-20 03:20:00,7392.4
2019-07-20 03:25:00,7400.3
2019-07-20 03:30:00,7379.5
2019-07-20 03:35:00,7317.56
2019-07-20 03:40:00,7257.4
2019-07-20 03:45:00,7231.4
2019-07-20 03:50:00,7208.28333333333
2019-07-20 03:55:00,7189.45333333333
2019-07-20 04:00:00,7152.67666666667
2019-07-20 04:05:00,7138.56333333333
2019-07-20 04:10:00,7114.8
2019-07-20 04:15:00,7391.36333333333
2019-07-20 04:20:00,7363.03333333333
2019-07-20 04:25:00,7325.04
2019-07-20 04:30:00,7318.95666666667
2019-07-20 04:35:00,7303.62
2019-07-20 04:40:00,7294.16
2019-07-20 04:45:00,7341.34666666667
2019-07-20 04:50:00,7299.99666666667
2019-07-20 04:55:00,7233.44666666667
2019-07-20 05:00:00,7240.01666666667
2019-07-20 05:05:00,7208.02666666667
2019-07-20 05:10:00,7191.79333333333
2019-07-20 05:15:00,7112.76
2019-07-20 05:20:00,7086.47333333333
2019-07-20 05:25:00,7094.3
2019-07-20 05:30:00,7055.04666666667
2019-07-20 05:35:00,7031.9
2019-07-20 05:40:00,7027.92
2019-07-20 05:45:00,7116.1
2019-07-20 05:50:00,7307.12
2019-07-20 05:55:00,7315.13333333333
2019-07-20 06:00:00,7286.1
2019-07-20 06:05:00,7282.76666666667
2019-07-20 06:10:00,7285.34
2019-07-20 06:15:00,7251.39
2019-07-20 06:20:00,7249.52
2019-07-20 06:25:00,7268.45
2019-07-20 06:30:00,7275.2
2019-07-20 06:35:00,7283.11
2019-07-20 06:40:00,7272.36
2019-07-20 06:45:00,7306.8
2019-07-20 06:50:00,7295.0
2019-07-20 06:55:00,7300.6
2019-07-20 07:00:00,7271.59
2019-07-20 07:05:00,7277.96
2019-07-20 07:10:00,7263.15
2019-07-20 07:15:00,7226.05
2019-07-20 07:20:00,7243.19
2019-07-20 07:25:00,7228.17
2019-07-20 07:30:00,7261.94
2019-07-20 07:35:00,7250.76
2019-07-20 07:40:00,7271.82666666667
2019-07-20 07:45:00,7254.36666666667
2019-07-20 07:50:00,7270.88666666667
2019-07-20 07:55:00,7261.02666666667
2019-07-20 08:00:00,7259.26666666667
2019-07-20 08:05:00,7271.0
2019-07-20 08:10:00,7259.88
2019-07-20 08:15:00,7211.36666666667
2019-07-20 08:20:00,7227.5
2019-07-20 08:25:00,7251.78666666667
2019-07-20 08:30:00,7251.09333333333
2019-07-20 08:35:00,7251.27333333333
2019-07-20 08:40:00,7270.45333333333
2019-07-20 08:45:00,7258.20666666667
2019-07-20 08:50:00,7277.12666666667
2019-07-20 08:55:00,7265.31333333333
2019-07-20 09:00:00,7269.68666666667
2019-07-20 09:05:00,7270.56666666667
2019-07-20 09:10:00,7251.88666666667
2019-07-20 09:15:00,7234.84
2019-07-20 09:20:00,7235.29666666667
2019-07-20 09:25:00,7303.92666666667
2019-07-20 09:30:00,7312.31333333333
2019-07-20 09:35:00,7312.15333333333
2019-07-20 09:40:00,7328.53
2019-07-20 09:45:00,7328.95333333333
2019-07-20 09:50:00,7337.54333333333
2019-07-20 09:55:00,7334.45
2019-07-20 10:00:00,7345.21666666667
2019-07-20 10:05:00,7310.79666666667
2019-07-20 10:10:00,7324.34
2019-07-20 10:15:00,7309.06666666667
2019-07-20 10:20:00,7303.18333333333
2019-07-20 10:25:00,7315.93666666667
2019-07-20 10:30:00,7294.75666666667
2019-07-20 10:35:00,7296.73666666667
2019-07-20 10:40:00,7289.91333333333
2019-07-20 10:45:00,7296.02666666667
2019-07-20 10:50:00,7298.25333333333
2019-07-20 10:55:00,7309.91666666667
2019-07-20 11:00:00,7314.92666666667
2019-07-20 11:05:00,7336.22666666667
2019-07-20 11:10:00,7323.11
2019-07-20 11:15:00,7277.35333333333
2019-07-20 11:20:00,7298.04
2019-07-20 11:25:00,7284.79
2019-07-20 11:30:00,7302.37
2019-07-20 11:35:00,7298.03
2019-07-20 11:40:00,7326.73
2019-07-20 11:45:00,7330.33666666667
2019-07-20 11:50:00,7330.55
2019-07-20 11:55:00,7323.06
2019-07-20 12:00:00,7320.73333333333
2019-07-20 12:05:00,7339.40666666667
2019-07-20 12:10:00,7317.74
2019-07-20 12:15:00,7293.66
2019-07-20 12:20:00,7297.36666666667
2019-07-20 12:25:00,7307.58333333333
2019-07-20 12:30:00,7296.85666666667
