date,value,minValue,maxValue
0,14.3871,14,14.6
300,13.8737,13.5,14.1
600,13.8514,13.5,14.3
900,13.8725,13.6,14.2
1200,14.0091,13.8,14.2
1500,13.7615,13.6,13.8
1800,13.7706,13.5,14
2100,13.5787,13.5,13.8
2400,13.5052,13.3,13.6
2700,13.3828,13.3,13.5
3000,13.6334,13.3,13.9
3300,13.7251,13.5,13.9
3600,13.8684,13.6,14
3900,13.6483,13.5,13.8
4200,13.713,13.5,13.8
4500,13.6511,13.5,13.9
4800,13.7277,13.5,13.9
5100,14.1078,13.6,14.5
5400,14.2054,14,14.4
5700,14.1718,14,14.4
6000,14.0113,13.9,14.2
6300,13.9368,13.8,14.1
6600,14.0642,13.9,14.3
6900,14.1179,14,14.3
7200,14.0677,13.9,14.3
7500,14.2033,14,14.4
7800,14.4291,14.2,14.7
8100,14.492,14.3,14.7
8400,14.3462,14.1,14.7
8700,14.4907,14.3,14.7
9000,14.1949,14.1,14.5
9300,14.0453,13.9,14.3
9600,14.1071,13.8,14.4
9900,14.1055,14,14.3
10200,14.2656,14.1,14.4
10500,14.137,14,14.3
10800,13.9915,13.8,14.1
11100,14.0649,13.8,14.2
11400,14.1943,14,14.4
11700,14.2789,14.1,14.4
12000,14.3765,14.1,14.6
12300,14.3511,14.1,14.5
12600,14.1001,14,14.3
12900,14.1546,14,14.3
13200,14.0625,14,14.3
13500,14.0482,13.9,14.3
13800,13.8676,13.8,13.9
14100,13.7863,13.6,13.9
14400,13.6305,13.5,13.8
14700,13.7103,13.6,14
15000,13.8343,13.7,14
15300,13.79,13.7,13.9
15600,13.7476,13.6,13.8
15900,13.7083,13.5,13.8
16200,13.5995,13.5,13.7
16500,13.584,13.5,13.7
16800,13.5012,13.5,13.6
17100,13.5144,13.4,13.6
17400,13.5069,13.5,13.6
17700,13.5291,13.5,13.6
18000,13.5181,13.5,13.6
18300,13.6073,13.5,13.7
18600,13.5143,13.5,13.6
18900,13.5611,13.5,13.7
19200,13.5081,13.5,13.6
19500,13.4579,13.3,13.5
19800,13.3411,13.3,13.5
20100,13.2864,13.2,13.3
20400,13.2875,13.2,13.3
20700,13.3128,13.2,13.5
21000,13.4448,13.3,13.5
21300,13.3015,13.2,13.4
21600,13.2441,13.1,13.4
21900,13.2952,13.2,13.4
22200,13.2846,13.2,13.4
22500,13.2516,13.1,13.4
22800,13.2867,13.1,13.4
23100,13.1342,13.1,13.3
23400,13.119,13.1,13.3
23700,13.0517,13,13.1
24000,13.0743,13,13.2
24300,13.1623,13.1,13.3
24600,13.1238,13,13.3
24900,13.1192,13,13.3
25200,13.2357,13.1,13.5
25500,13.1296,13.1,13.3
25800,13.0492,12.9,13.2
26100,12.9868,12.8,13.1
26400,12.8746,12.8,13
26700,12.8235,12.7,13
27000,12.8276,12.7,13
27300,12.84,12.7,13
27600,12.7973,12.6,13
27900,12.7475,12.6,12.8
28200,12.593,12.4,12.8
28500,12.5471,12.4,12.6
28800,12.5835,12.4,12.6
29100,12.5873,12.5,12.6
29400,12.5923,12.5,12.6
29700,12.5974,12.5,12.6
30000,12.5971,12.5,12.6
30300,12.5935,12.5,12.6
30600,12.5973,12.5,12.7
30900,12.59,12.4,12.6
31200,12.5297,12.4,12.6
31500,12.5119,12.4,12.6
31800,12.5006,12.4,12.6
32100,12.5937,12.4,12.6
32400,12.6322,12.5,12.8
32700,12.5868,12.4,12.6
33000,12.4415,12.3,12.5
33300,12.4331,12.3,12.5
33600,12.3877,12.2,12.4
33900,12.3964,12.2,12.5
34200,12.3866,12.3,12.4
34500,12.4601,12.3,12.6
34800,12.553,12.4,12.6
35100,12.5707,12.4,12.7
35400,12.429,12.3,12.5
35700,12.4961,12.4,12.6
36000,12.4342,12.3,12.5
36300,12.3097,12.1,12.4
36600,12.2765,12.1,12.3
36900,12.3177,12.2,12.4
37200,12.3442,12.2,12.4
37500,12.196,12.1,12.3
37800,12.112,12.1,12.2
38100,12.1073,12,12.2
38400,12.1664,12.1,12.2
38700,12.157,12.1,12.3
39000,12.2189,12.1,12.3
39300,12.3007,12.1,12.4
39600,12.3095,12.1,12.4
39900,12.2624,12.1,12.4
40200,12.2997,12.2,12.4
40500,12.1955,12.1,12.3
40800,12.126,12,12.3
41100,12.1,12.1,12.1
41400,12.1071,12.1,12.3
41700,12.2678,12.1,12.3
42000,12.3187,12.2,12.4
42300,12.2992,12.1,12.4
42600,12.1324,12.1,12.3
42900,12.1089,12,12.2
43200,12.094,12,12.1
43500,12.0877,12,12.1
43800,12.0887,12,12.1
44100,12.1,12.1,12.1
44400,12.14,12.1,12.3
44700,12.3042,12.1,12.4
45000,12.2998,12.2,12.4
45300,12.3379,12.2,12.4
45600,12.4288,12.3,12.5
45900,12.392,12.3,12.4
46200,12.3923,12.3,12.4
46500,12.3665,12.3,12.4
46800,12.2978,12.2,12.3
47100,12.2938,12.2,12.3
47400,12.3519,12.2,12.5
47700,12.122,12,12.3
48000,12.2085,12,12.6
48300,12.3052,12,12.6
48600,12.0754,12,12.3
48900,12.0882,12,12.3
49200,12.1125,12,12.4
49500,12.2533,12,12.4
49800,11.8509,11.7,12
50100,11.7736,11.7,11.9
50400,11.9116,11.8,12
50700,11.8455,11.7,12
51000,12.1088,11.9,12.3
51300,11.931,11.7,12.1
51600,12.2216,11.8,12.4
51900,12.2829,12.1,12.6
52200,12.2222,12.1,12.4
52500,12.0568,11.8,12.3
52800,11.8634,11.7,12.1
53100,12.1596,12,12.4
53400,12.2633,12.1,12.5
53700,12.087,12,12.2
54000,11.926,11.7,12.2
54300,11.9798,11.7,12.2
54600,11.7658,11.6,11.9
54900,11.7783,11.6,12
55200,11.6976,11.6,11.8
55500,11.6706,11.6,11.7
55800,11.8447,11.6,12.1
56100,12.0683,12,12.1
56400,12.0057,11.8,12.1
56700,11.907,11.8,12
57000,11.8097,11.8,11.9
57300,11.8201,11.7,12.1
57600,12.0067,12,12.1
57900,11.9602,11.8,12
58200,11.9936,11.9,12.1
58500,12.0458,12,12.1
58800,12,12,12
59100,12,12,12
59400,12.0002,12,12.1
59700,12.0568,12,12.1
60000,12.0743,12,12.1
60300,12.0998,12,12.1
60600,12.1285,12,12.3
60900,12.3062,12.2,12.4
61200,12.2204,12.1,12.3
61500,12.1341,12.1,12.4
61800,12.3763,12.3,12.5
62100,12.2678,12.1,12.3
62400,12.2968,12.2,12.4
62700,12.3699,12.3,12.5
63000,12.3863,12.3,12.4
63300,12.4177,12.3,12.5
63600,12.375,12.3,12.4
63900,12.3333,12.3,12.4
64200,12.325,12.3,12.4
64500,12.3043,12.3,12.4
64800,12.4939,12.3,12.8
65100,12.5299,12.4,12.6
65400,12.6241,12.4,12.8
65700,12.4027,12.2,12.6
66000,12.4575,12.3,12.6
66300,12.3823,12.2,12.6
66600,12.3096,12.1,12.6
66900,12.0767,12,12.1
67200,12.0468,12,12.1
67500,12.0652,11.9,12.1
67800,12.0362,12,12.3
68100,12.3851,12.2,12.6
68400,12.4645,12.3,12.6
68700,12.3342,12.1,12.6
69000,12.3915,12.2,12.6
69300,12.543,12.4,12.6
69600,12.5205,12.3,13
69900,12.7937,12.5,13
70200,12.465,12.3,12.6
70500,12.6846,12.4,12.9
70800,12.7331,12.6,12.8
71100,12.6398,12.5,12.8
71400,12.7138,12.4,13.1
71700,12.4803,12.3,12.6
72000,12.4974,12.4,12.6
72300,12.4772,12.2,12.6
72600,12.4516,12.3,12.6
72900,12.7125,12.4,12.9
73200,12.6502,12.5,12.8
73500,12.703,12.6,12.8
73800,12.8505,12.7,13.1
74100,12.682,12.5,12.9
74400,12.7701,12.6,12.9
74700,12.7666,12.6,13
75000,12.7767,12.6,13
75300,12.6832,12.6,12.9
75600,12.6492,12.6,12.8
75900,12.6297,12.6,12.8
76200,12.7156,12.6,12.8
76500,12.7729,12.6,12.8
76800,12.8041,12.7,12.9
77100,12.997,12.8,13.1
77400,13.0102,12.9,13.1
77700,13.2742,13.1,13.4
78000,13.1483,13.1,13.4
78300,13.2751,13.1,13.4
78600,13.2916,13.2,13.3
78900,13.3373,13.1,13.5
79200,13.5394,13.3,13.8
79500,13.8681,13.7,14
79800,13.9713,13.8,14.1
80100,14.0017,14,14.1
80400,14.1845,14,14.3
80700,14.2157,14.1,14.3
81000,14.3818,14.2,14.5
81300,14.4548,14.4,14.6
81600,14.4749,14.3,14.6
81900,14.5894,14.5,14.7
82200,14.4881,14.3,14.6
82500,14.7136,14.6,14.9
82800,14.7442,14.5,15
83100,14.9627,14.8,15.1
83400,14.9348,14.8,15.1
83700,15.0765,14.9,15.1
84000,15.058,14.9,15.1
84300,15.0505,14.8,15.1
84600,14.9582,14.8,15.2
84900,14.8666,14.7,15.1
85200,15.1408,14.9,15.3
85500,15.0721,14.9,15.3
85800,15.3488,15.1,15.6
86100,15.6324,15.6,15.8
86400,15.6651,15.5,15.8
86700,15.8437,15.6,16
87000,15.7296,15.6,15.8
87300,15.3954,15.1,15.6
87600,15.4387,15.3,15.6
