date,value,minValue,maxValue
0,181.872,181,183
300,182.107,181,184
600,181.86,181,183
900,181.944,181,183
1200,181.192,181,183
1500,181.733,181,183
1800,181.647,181,183
2100,182.001,181,183
2400,181.93,181,183
2700,181.938,181,183
3000,182.063,181,183
3300,181,181,181
3600,181.936,181,183
3900,181.468,181,183
4200,181.333,181,183
4500,181.534,181,183
4800,181.133,181,183
5100,182.284,181,184
5400,181.6,181,184
5700,181.93,181,183
6000,182.204,181,183
6300,182.068,181,183
6600,181.334,181,183
6900,181.561,181,183
7200,181.707,181,184
7500,181.935,181,183
7800,181.2,181,183
8100,181.469,181,183
8400,181.4,181,183
8700,181.642,181,183
9000,181.608,181,183
9300,181.637,181,183
9600,181.696,181,183
9900,181.64,181,183
10200,181.714,181,183
10500,181.637,181,183
10800,182.034,181,183
11100,181.76,181,183
11400,181.907,181,183
11700,181.49,181,183
12000,181.911,181,183
12300,181.887,181,183
12600,181.628,181,183
12900,182.026,181,183
13200,181.799,181,183
13500,181.711,181,183
13800,181.018,181,183
14100,181.849,181,183
14400,181.133,181,183
14700,181.267,181,183
15000,181.267,181,183
15300,182.001,181,183
15600,181,181,181
15900,181.206,181,183
16200,181.062,181,183
16500,182.068,181,183
16800,181.633,181,183
17100,181.302,181,183
17400,181.467,181,183
17700,181.292,181,183
18000,181.71,181,183
18300,181.868,181,183
18600,181.735,181,183
18900,181.617,181,183
19200,181.917,181,183
19500,181.948,181,183
19800,181.635,181,183
20100,181.734,181,183
20400,181.801,181,183
20700,181.751,181,183
21000,181.917,181,183
21300,181.749,181,183
21600,181.999,181,183
21900,182.27,181,183
22200,182.125,181,183
22500,182.14,181,183
22800,181.529,181,183
23100,181.936,181,183
23400,181.332,181,183
23700,181.545,181,183
24000,181.136,181,183
24300,181.933,181,183
24600,181.467,181,183
24900,181.067,181,183
25200,181.402,181,183
25500,181.995,181,183
25800,181.338,181,183
26100,181.324,181,183
26400,181.409,181,183
26700,181.668,181,183
27000,181.314,181,183
27300,181.267,181,183
