date,value,minValue,maxValue
0,32.1013,-nan(ind),-nan(ind)
300,33.2937,-nan(ind),-nan(ind)
600,34.8951,-nan(ind),-nan(ind)
900,35.2943,-nan(ind),-nan(ind)
1200,36.891,-nan(ind),-nan(ind)
1500,37.6944,-nan(ind),-nan(ind)
1800,38.4966,-nan(ind),-nan(ind)
2100,39.2968,-nan(ind),-nan(ind)
2400,40.4953,-nan(ind),-nan(ind)
2700,41.295,-nan(ind),-nan(ind)
3000,42.4966,-nan(ind),-nan(ind)
3300,43.2963,-nan(ind),-nan(ind)
3600,44.0971,-nan(ind),-nan(ind)
3900,45.2961,-nan(ind),-nan(ind)
4200,46.4918,-nan(ind),-nan(ind)
4500,47.2913,-nan(ind),-nan(ind)
4800,48,-nan(ind),-nan(ind)
5100,48.6963,-nan(ind),-nan(ind)
5400,49.8957,-nan(ind),-nan(ind)
5700,50.6943,-nan(ind),-nan(ind)
6000,51.0955,-nan(ind),-nan(ind)
6300,52.2951,-nan(ind),-nan(ind)
6600,53.8962,-nan(ind),-nan(ind)
6900,54.4031,-nan(ind),-nan(ind)
7200,54.8968,-nan(ind),-nan(ind)
7500,55.6934,-nan(ind),-nan(ind)
7800,56.8932,-nan(ind),-nan(ind)
8100,57.2925,-nan(ind),-nan(ind)
8400,58.0946,-nan(ind),-nan(ind)
8700,59,-nan(ind),-nan(ind)
9000,59.8926,-nan(ind),-nan(ind)
9300,60.6975,-nan(ind),-nan(ind)
9600,61,-nan(ind),-nan(ind)
9900,61.6929,-nan(ind),-nan(ind)
10200,62.0942,-nan(ind),-nan(ind)
10500,63,-nan(ind),-nan(ind)
10800,6.63099,-nan(ind),-nan(ind)
11100,0,-nan(ind),-nan(ind)
11400,0,-nan(ind),-nan(ind)
11700,0,-nan(ind),-nan(ind)
12000,0,-nan(ind),-nan(ind)
12300,0,-nan(ind),-nan(ind)
12600,0,-nan(ind),-nan(ind)
12900,0,-nan(ind),-nan(ind)
13200,33.7134,-nan(ind),-nan(ind)
13500,69,-nan(ind),-nan(ind)
13800,69.0951,-nan(ind),-nan(ind)
14100,70,-nan(ind),-nan(ind)
14400,70,-nan(ind),-nan(ind)
14700,70.2935,-nan(ind),-nan(ind)
15000,70.5998,-nan(ind),-nan(ind)
15300,71,-nan(ind),-nan(ind)
15600,71.4005,-nan(ind),-nan(ind)
15900,71.2948,-nan(ind),-nan(ind)
16200,72,-nan(ind),-nan(ind)
16500,72,-nan(ind),-nan(ind)
16800,72.0955,-nan(ind),-nan(ind)
17100,72.5999,-nan(ind),-nan(ind)
17400,73,-nan(ind),-nan(ind)
17700,73,-nan(ind),-nan(ind)
18000,73.0931,-nan(ind),-nan(ind)
18300,73.7057,-nan(ind),-nan(ind)
18600,73,-nan(ind),-nan(ind)
18900,73.3984,-nan(ind),-nan(ind)
19200,73.3995,-nan(ind),-nan(ind)
19500,73.693,-nan(ind),-nan(ind)
19800,74,-nan(ind),-nan(ind)
20100,74,-nan(ind),-nan(ind)
20400,74,-nan(ind),-nan(ind)
20700,74,-nan(ind),-nan(ind)
21000,74,-nan(ind),-nan(ind)
21300,74,-nan(ind),-nan(ind)
21600,74,-nan(ind),-nan(ind)
21900,74,-nan(ind),-nan(ind)
22200,73.5045,-nan(ind),-nan(ind)
22500,73.6852,-nan(ind),-nan(ind)
22800,73.1069,-nan(ind),-nan(ind)
23100,73,-nan(ind),-nan(ind)
23400,73,-nan(ind),-nan(ind)
23700,72.706,-nan(ind),-nan(ind)
24000,72,-nan(ind),-nan(ind)
24300,72.4018,-nan(ind),-nan(ind)
24600,72,-nan(ind),-nan(ind)
24900,72,-nan(ind),-nan(ind)
25200,71.5956,-nan(ind),-nan(ind)
25500,71.7077,-nan(ind),-nan(ind)
25800,71,-nan(ind),-nan(ind)
26100,70.7073,-nan(ind),-nan(ind)
26400,70.8009,-nan(ind),-nan(ind)
26700,70,-nan(ind),-nan(ind)
27000,70,-nan(ind),-nan(ind)
27300,70,-nan(ind),-nan(ind)
27600,69.1069,-nan(ind),-nan(ind)
27900,68.7048,-nan(ind),-nan(ind)
28200,68,-nan(ind),-nan(ind)
28500,68,-nan(ind),-nan(ind)
28800,67.5069,-nan(ind),-nan(ind)
29100,67,-nan(ind),-nan(ind)
29400,67,-nan(ind),-nan(ind)
29700,66.3077,-nan(ind),-nan(ind)
30000,66,-nan(ind),-nan(ind)
30300,65.3087,-nan(ind),-nan(ind)
30600,65,-nan(ind),-nan(ind)
30900,64.3074,-nan(ind),-nan(ind)
31200,64,-nan(ind),-nan(ind)
31500,63.3068,-nan(ind),-nan(ind)
31800,63,-nan(ind),-nan(ind)
32100,62.3109,-nan(ind),-nan(ind)
32400,61.908,-nan(ind),-nan(ind)
32700,61,-nan(ind),-nan(ind)
33000,60.5063,-nan(ind),-nan(ind)
33300,59.7072,-nan(ind),-nan(ind)
33600,59,-nan(ind),-nan(ind)
33900,58.3123,-nan(ind),-nan(ind)
34200,58,-nan(ind),-nan(ind)
34500,58,-nan(ind),-nan(ind)
34800,57.0175,-nan(ind),-nan(ind)
35100,56,-nan(ind),-nan(ind)
35400,55.5089,-nan(ind),-nan(ind)
35700,55,-nan(ind),-nan(ind)
36000,54.9083,-nan(ind),-nan(ind)
36300,53.7081,-nan(ind),-nan(ind)
36600,53,-nan(ind),-nan(ind)
36900,52.3068,-nan(ind),-nan(ind)
37200,51.9068,-nan(ind),-nan(ind)
37500,51,-nan(ind),-nan(ind)
37800,50.9055,-nan(ind),-nan(ind)
38100,50,-nan(ind),-nan(ind)
38400,49.5083,-nan(ind),-nan(ind)
38700,48.7088,-nan(ind),-nan(ind)
39000,47.9058,-nan(ind),-nan(ind)
39300,46.7079,-nan(ind),-nan(ind)
39600,46,-nan(ind),-nan(ind)
39900,46,-nan(ind),-nan(ind)
40200,45.5109,-nan(ind),-nan(ind)
40500,44.7069,-nan(ind),-nan(ind)
40800,43.9087,-nan(ind),-nan(ind)
41100,25.8863,-nan(ind),-nan(ind)
41400,43,-nan(ind),-nan(ind)
41700,42.3071,-nan(ind),-nan(ind)
42000,41.5076,-nan(ind),-nan(ind)
42300,40.3079,-nan(ind),-nan(ind)
42600,40,-nan(ind),-nan(ind)
42900,39.3105,-nan(ind),-nan(ind)
43200,38.5085,-nan(ind),-nan(ind)
43500,37.7098,-nan(ind),-nan(ind)
43800,37,-nan(ind),-nan(ind)
44100,36.3088,-nan(ind),-nan(ind)
44400,36,-nan(ind),-nan(ind)
44700,35.3094,-nan(ind),-nan(ind)
45000,34.0151,-nan(ind),-nan(ind)
45300,33,-nan(ind),-nan(ind)
