date,value
2019-09-21 23:21:26,11166.8
2019-09-21 23:26:26,11159.48
2019-09-21 23:31:26,11156.98
2019-09-21 23:36:26,11155.5
2019-09-21 23:41:26,11148.56
2019-09-21 23:46:26,11146.88
2019-09-21 23:51:26,10733.7266666667
2019-09-21 23:56:26,11125.8233333333
2019-09-22 00:01:26,11120.2866666667
2019-09-22 00:06:26,11133.3966666667
2019-09-22 00:11:26,11137.5833333333
2019-09-22 00:16:26,11135.9266666667
2019-09-22 00:21:26,11135.1566666667
2019-09-22 00:26:26,11135.3533333333
2019-09-22 00:31:26,11131.93
2019-09-22 00:36:26,11126.8
2019-09-22 00:41:26,11125.42
2019-09-22 00:46:26,11120.92
2019-09-22 00:51:26,10700.5233333333
2019-09-22 00:56:26,11094.65
2019-09-22 01:01:26,11091.35
2019-09-22 01:06:26,11101.9
2019-09-22 01:11:26,11107.35
2019-09-22 01:16:26,11106.6666666667
2019-09-22 01:21:26,11102.8
2019-09-22 01:26:26,11103.85
2019-09-22 01:31:26,11104.9
2019-09-22 01:36:26,11099.2
2019-09-22 01:41:26,11102.0
2019-09-22 01:46:26,11101.7
2019-09-22 01:51:26,10677.5466666667
2019-09-22 01:56:26,11077.12
2019-09-22 02:01:26,11074.89
2019-09-22 02:06:26,11082.84
2019-09-22 02:11:26,11087.3733333333
2019-09-22 02:16:26,10898.29
2019-09-22 02:21:26,10841.4666666667
2019-09-22 02:26:26,10840.43
2019-09-22 02:31:26,10839.0766666667
2019-09-22 02:36:26,10837.0166666667
2019-09-22 02:41:26,10832.76
2019-09-22 02:46:26,10834.2966666667
2019-09-22 02:51:26,10446.2933333333
2019-09-22 02:56:26,10861.4966666667
2019-09-22 03:01:26,10853.1633333333
2019-09-22 03:06:26,10860.2666666667
2019-09-22 03:11:26,10862.1333333333
2019-09-22 03:16:26,10862.4733333333
2019-09-22 03:21:26,10863.9966666667
2019-09-22 03:26:26,10862.5833333333
2019-09-22 03:31:26,10859.88
2019-09-22 03:36:26,10851.7533333333
2019-09-22 03:41:26,10843.8866666667
2019-09-22 03:46:26,10839.06
2019-09-22 03:51:26,10428.2633333333
2019-09-22 03:56:26,10822.0466666667
2019-09-22 04:01:26,10820.0566666667
2019-09-22 04:06:26,10834.3733333333
2019-09-22 04:11:26,10833.3933333333
2019-09-22 04:16:26,10823.99
2019-09-22 04:21:26,10818.3633333333
2019-09-22 04:26:26,10816.37
2019-09-22 04:31:26,10809.8566666667
2019-09-22 04:36:26,10793.7433333333
2019-09-22 04:41:26,10796.37
2019-09-22 04:46:26,10794.58
2019-09-22 04:51:26,10360.3766666667
2019-09-22 04:56:26,10667.52
2019-09-22 05:01:26,10944.5633333333
2019-09-22 05:06:26,9636.9
2019-09-22 05:11:26,10054.7133333333
2019-09-22 05:16:26,10484.5
2019-09-22 05:21:26,9648.59333333333
2019-09-22 05:26:26,10035.67
2019-09-22 05:31:26,10027.6066666667
2019-09-22 05:36:26,10022.9666666667
2019-09-22 05:41:26,10081.4266666667
2019-09-22 05:46:26,10085.0533333333
2019-09-22 05:51:26,10081.1266666667
2019-09-22 05:56:26,10079.1566666667
2019-09-22 06:01:26,10078.1233333333
2019-09-22 06:06:26,10079.8066666667
2019-09-22 06:11:26,10127.9466666667
2019-09-22 06:16:26,10157.6566666667
2019-09-22 06:21:26,9776.54
2019-09-22 06:26:26,10105.3366666667
2019-09-22 06:31:26,10139.6833333333
2019-09-22 06:36:26,10151.25
2019-09-22 06:41:26,10156.4733333333
2019-09-22 06:46:26,10156.2633333333
2019-09-22 06:51:26,10137.5833333333
2019-09-22 06:56:26,10137.43
2019-09-22 07:01:26,9670.31666666667
2019-09-22 07:06:26,9530.16333333333
2019-09-22 07:11:26,9440.99666666667
2019-09-22 07:16:26,9503.10333333333
2019-09-22 07:21:26,9212.72
2019-09-22 07:26:26,9505.91333333333
2019-09-22 07:31:26,9530.98666666667
2019-09-22 07:36:26,9537.69333333333
2019-09-22 07:41:26,9545.35
2019-09-22 07:46:26,9545.51666666667
2019-09-22 07:51:26,9561.13
2019-09-22 07:56:26,9579.85
2019-09-22 08:01:26,9575.74
2019-09-22 08:06:26,9592.48333333333
2019-09-22 08:11:26,9672.83
2019-09-22 08:16:26,9667.71666666667
2019-09-22 08:21:26,9297.18666666667
2019-09-22 08:26:26,9652.57666666667
2019-09-22 08:31:26,9650.2
2019-09-22 08:36:26,9656.89666666667
2019-09-22 08:41:26,9671.37
2019-09-22 08:46:26,9676.68
2019-09-22 08:51:26,9657.74333333333
2019-09-22 08:56:26,9675.54
2019-09-22 09:01:26,9668.15666666667
2019-09-22 09:06:26,9673.72666666667
2019-09-22 09:11:26,9690.74333333333
2019-09-22 09:16:26,10184.29
2019-09-22 09:21:26,9824.54
2019-09-22 09:26:26,10167.2
2019-09-22 09:31:26,10172.7466666667
2019-09-22 09:36:26,10168.49
2019-09-22 09:41:26,10173.0466666667
2019-09-22 09:46:26,10174.31
2019-09-22 09:51:26,10173.8966666667
2019-09-22 09:56:26,10171.3133333333
2019-09-22 10:01:26,10170.44
2019-09-22 10:06:26,10174.21
2019-09-22 10:11:26,10170.77
2019-09-22 10:16:26,10168.19
2019-09-22 10:21:26,9792.24333333333
2019-09-22 10:26:26,10122.63
2019-09-22 10:31:26,10159.2033333333
2019-09-22 10:36:26,10166.9
2019-09-22 10:41:26,10171.3533333333
2019-09-22 10:46:26,10175.07
2019-09-22 10:51:26,10297.6466666667
2019-09-22 10:56:26,10297.3466666667
2019-09-22 11:01:26,10296.0233333333
2019-09-22 11:06:26,10295.8666666667
2019-09-22 11:11:26,10297.52
2019-09-22 11:16:26,10296.26
2019-09-22 11:21:26,9907.85
2019-09-22 11:26:26,10254.07
2019-09-22 11:31:26,10276.4933333333
2019-09-22 11:36:26,10285.2966666667
2019-09-22 11:41:26,10283.71
2019-09-22 11:46:26,10271.1966666667
2019-09-22 11:51:26,10270.1366666667
2019-09-22 11:56:26,10273.7033333333
2019-09-22 12:01:26,10270.2666666667
2019-09-22 12:06:26,10270.0333333333
2019-09-22 12:11:26,10270.1133333333
2019-09-22 12:16:26,10272.9733333333
2019-09-22 12:21:26,9899.28666666667
2019-09-22 12:26:26,10213.3733333333
2019-09-22 12:31:26,10255.03
