,Unnamed: 0,time,values
0,0,0,-0.26274035761946357
1,1,1,-0.181836222687472
2,2,2,0.3194076358424067
3,3,3,0.1643475502640152
4,4,4,0.24917512917258738
5,5,5,-0.11096119241583458
6,6,6,-0.24908856765532028
7,7,7,-0.6932594177257143
8,8,8,-0.3772679734617257
9,9,9,0.13428499769053537
10,10,10,-0.19061158222185262
11,11,11,-0.43484163809755566
12,12,12,0.3933320300303264
13,13,13,-0.6210641877555769
14,14,14,-0.27846224965386623
15,15,15,-0.10323672334254536
16,16,16,-0.6748552835647501
17,17,17,-0.37316578438956777
18,18,18,0.036687262155050804
19,19,19,-0.2680070272138386
20,20,20,-0.3194077210925531
21,21,21,-0.2624705802023977
22,22,22,-0.3268600377527827
23,23,23,-0.3120438041421314
24,24,24,-0.9414820523996376
25,25,25,-0.3592039484036948
26,26,26,0.27525918515724146
27,27,27,0.15293599479314038
28,28,28,-0.22869327939056758
29,29,29,0.08213373823825573
30,30,30,0.09022361247777029
31,31,31,-0.4087531821889759
32,32,32,-0.5953250582583886
33,33,33,0.40810058828368856
34,34,34,-0.6455883951045842
35,35,35,-0.17952323414721233
36,36,36,-0.0437257763299653
37,37,37,-0.3274273549691964
38,38,38,-0.3458967054868689
39,39,39,-0.5569052587221089
40,40,40,-0.3613235539373591
41,41,41,-0.5530673586275959
42,42,42,-0.03511887235367134
43,43,43,0.04731996009854725
44,44,44,-0.4249778513357338
45,45,45,-0.09237916406741711
46,46,46,-0.32432726127679135
47,47,47,-0.35861810524402477
48,48,48,-0.026337048898419743
49,49,49,0.060679396135835194
50,50,50,0.01466225863707371
51,51,51,0.008460105204485528
52,52,52,0.03222177257722918
53,53,53,-0.5128883946271863
54,54,54,-0.33726711368379253
55,55,55,-0.3199732635986582
56,56,56,0.24996094766784968
57,57,57,-0.11382886757683
58,58,58,0.009340014667246072
59,59,59,-0.2648961671279493
60,60,60,-0.15595365181978912
61,61,61,-0.1416383063644059
62,62,62,0.11208385939602089
63,63,63,0.21043638485724508
64,64,64,-0.2938585573022312
65,65,65,-0.03216536507606435
66,66,66,-0.1859528209653738
67,67,67,-0.5351524538094143
68,68,68,-0.3532088538397897
69,69,69,-0.5588296062108258
70,70,70,-0.1553614134201951
71,71,71,-0.5074355925005085
72,72,72,-0.40345785670516526
73,73,73,-0.5033394147118562
74,74,74,-0.4053597279770679
75,75,75,-0.036652926304128725
76,76,76,-0.2571888326130628
77,77,77,-0.5459438620196206
78,78,78,-0.6423894225063392
79,79,79,-0.3499713674507189
80,80,80,-0.16187195556790054
81,81,81,0.07351814632637596
82,82,82,-0.3424303864061263
83,83,83,-0.16912958622648877
84,84,84,-0.14469300237536875
85,85,85,-0.5286478969510138
86,86,86,-0.40749401863735923
87,87,87,-0.42307601450352783
88,88,88,-0.4914050063136021
89,89,89,-0.46754365763738626
90,90,90,0.02426322132662434
91,91,91,0.16325558501021642
92,92,92,-0.10693202594392778
93,93,93,0.34199130616065154
94,94,94,-0.4999993530568999
95,95,95,-0.38231102015852836
96,96,96,-0.04941902645149221
97,97,97,-0.06706931833504015
98,98,98,0.06778219996733689
99,99,99,-0.22822054418833812
100,100,100,6.884234116469055
101,101,101,6.726200287130348
102,102,102,6.794738214352634
103,103,103,6.599588426855616
104,104,104,6.749345570584014
105,105,105,6.47844450417043
106,106,106,6.9460176400855715
107,107,107,7.061026701608546
108,108,108,6.320269959904607
109,109,109,6.819140871224068
110,110,110,7.04305640913384
111,111,111,6.585295276103445
112,112,112,7.035442501476384
113,113,113,7.103994129482461
114,114,114,7.0210740005223675
115,115,115,6.956331616233127
116,116,116,6.131135557772811
117,117,117,7.453966571714711
118,118,118,6.469290808165751
119,119,119,6.934991726757759
120,120,120,6.967293298858627
121,121,121,6.7453415438671716
122,122,122,7.294666056160291
123,123,123,7.1091485017228715
124,124,124,7.060317464697311
125,125,125,7.018123378179298
126,126,126,7.023905770657612
127,127,127,7.480008874497582
128,128,128,6.629740599774193
129,129,129,6.676552745168157
130,130,130,7.162670442941563
131,131,131,6.397746406769546
132,132,132,6.537232566817965
133,133,133,6.930665236139857
134,134,134,6.894052789260241
135,135,135,6.6544445188005
136,136,136,6.513557946615929
137,137,137,7.008383928000035
138,138,138,7.107842510044947
139,139,139,7.141671297753997
140,140,140,6.799741828228616
141,141,141,6.471071988497844
142,142,142,6.483207858663109
143,143,143,6.659559299042475
144,144,144,6.50964841816836
145,145,145,7.009600312441509
146,146,146,6.01181905896909
147,147,147,6.729032754384897
148,148,148,6.820461089852902
