,Unnamed: 0,time,values
0,0,0,-0.16900333957997596
1,1,1,-0.15744469465196667
2,2,2,-0.03668368438927834
3,3,3,-0.36135837951304306
4,4,4,0.05895051153538866
5,5,5,0.34264394569318674
6,6,6,0.10288228414016864
7,7,7,0.27410331323480386
8,8,8,0.2524664632863515
9,9,9,0.12700392019596396
10,10,10,0.10272929459070068
11,11,11,0.18199476325503483
12,12,12,0.5010024858755968
13,13,13,0.3970085010971848
14,14,14,0.24174706672359908
15,15,15,0.6448408306361272
16,16,16,0.2174823567486256
17,17,17,0.9152759369300912
18,18,18,0.732669361334914
19,19,19,0.4561223660088045
20,20,20,0.9154968401606415
21,21,21,0.5034617804805699
22,22,22,0.8249157203419349
23,23,23,0.7190659807065969
24,24,24,0.6628628350185348
25,25,25,0.6820422703277548
26,26,26,0.6905161102706836
27,27,27,1.123296123423065
28,28,28,0.43929126486549186
29,29,29,0.5720395386369831
30,30,30,0.8273399580370222
31,31,31,0.582870364195376
32,32,32,1.0620967806057633
33,33,33,1.1756016082661336
34,34,34,1.149409916791251
35,35,35,0.653058647158138
36,36,36,0.872769589837879
37,37,37,0.5952465280471048
38,38,38,0.1334329477556765
39,39,39,0.25894098964157664
40,40,40,0.6912367649750886
41,41,41,0.7242867114376237
42,42,42,0.6503196081141707
43,43,43,0.2828922278147589
44,44,44,0.6581234158052973
45,45,45,0.49369022560345255
46,46,46,0.6670506687851396
47,47,47,0.2602941010126519
48,48,48,0.610159914570481
49,49,49,0.4243986855960833
50,50,50,0.38384082029152655
51,51,51,0.2254923752097076
52,52,52,-0.19456871131180442
53,53,53,0.5978589282308877
54,54,54,0.1019395485322852
55,55,55,0.37078519124426534
56,56,56,0.10327178447349078
57,57,57,0.0589981507293279
58,58,58,0.17087257307277418
59,59,59,0.19305811201012218
60,60,60,-0.3271234963574924
61,61,61,-0.5356013081917645
62,62,62,0.07175457192812644
63,63,63,-0.08506060371913078
64,64,64,-0.16099349420336695
65,65,65,-0.528341987296395
66,66,66,-0.3640413863752249
67,67,67,-0.22990188633021222
68,68,68,-0.2687339013659614
69,69,69,-0.9069029126690415
70,70,70,-0.8109010150519154
71,71,71,-0.6363721687175761
72,72,72,-0.8404924172330297
73,73,73,-0.8131976280018559
74,74,74,-0.9062219269424416
75,75,75,-0.33183822091819454
76,76,76,-0.8496999387129576
77,77,77,-0.8082185924505614
78,78,78,-1.2387283974286563
79,79,79,-0.6683516205866169
